"TOA5","FRF_Village","CR1000","63162","CR1000.Std.27","CPU:Complete Station_Bridget_31Oct2014.cr1","65292","Table_24"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Max","PTemp_C_Min","AirTC_Avg","RH_Avg","BP_kPa_Avg","Rain_mm_Tot","Rain_24hr","WS_ms_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","VW_Avg","T107_C_Avg","PAR_Den_Avg","PAR_Tot_Tot","SR01Up_Tot","SR01Dn_Tot","IR01Up_Tot","IR01Dn_Tot","NetTot_Tot"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","kPa","mm","mm","meters/second","meters/second","Deg","Deg","","Deg C","umol/s/m^2","mmol/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2"
"","","Min","Max","Min","Avg","Avg","Avg","Tot","Smp","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Tot","Tot","Tot","Tot","Tot"
"2014-11-02 00:00:00",0,13.46,0.989,-3.321,-2.042,75.03,102.4,0.73,0,0.266,0.266,167.1,31.28,0.232,4.243,0.031,0.5512738,-542.3,506.8,-7999,-4385,-7999
"2014-11-03 00:00:00",1,13.22,11.02,-1.139,3.432,54.52,102,2.482,0,0.843,0.843,186,36.85,0.226,4.24,122.7,10602.39,7999,7999,-7999,-7999,7999
"2014-11-04 00:00:00",2,13.18,12.88,1.012,5.348,66.23,101.2,0.146,0,0.579,0.579,175.8,49.29,0.219,4.975,105.3,9098.071,7999,7999,-7999,-7999,7999
"2014-11-05 00:00:00",3,13.3,8.61,1.841,3.808,90.9,100.7,2.044,0,0.919,0.919,262.8,46.94,0.237,5.793,16.6,1434.382,7999,2589,-208.2,-456.8,7999
"2014-11-06 00:00:00",4,13.4,4.064,1.224,0.677,81.3,101.4,0.438,0,0.698,0.698,293,57.82,0.237,4.636,34.72,3000.028,7999,5394,-7999,1520,5115
"2014-11-07 00:00:00",5,13.43,3.014,0.757,0.045,80.7,101.8,0.146,0,0.96,0.96,12.57,50.48,0.226,4.187,33.36,2882.693,7999,5247,-7999,62.68,7577
"2014-11-08 00:00:00",6,13.4,3.784,-5.723,-1.496,89.4,101.5,1.898,0,0.656,0.656,176.9,59.72,0.221,3.419,59.64,5153.123,7999,7999,-2539,-423.1,7999
"2014-11-09 00:00:00",7,13.46,1.927,-3.622,-1.677,85.4,100.6,5.402,0,1.295,1.295,299.6,63.65,0.229,3.398,"NAN","NAN",7999,7999,-7999,-3911,7999
"2014-11-10 00:00:00",8,12.13,3.463,-7.128,-3.702,78.79,100.6,9.34,0,0.839,0.839,288.9,42.8,0.228,3.141,"NAN","NAN",7999,7999,-7999,-7999,7999
"2014-11-11 00:00:00",9,13.55,-0.201,-8.92,-5.592,87.8,101.1,12.41,0,0.948,0.948,92.1,61.28,0.223,2.378,28.22,2438.226,7999,7999,-7999,-5115,-7999
"2014-11-12 00:00:00",10,13.53,-0.052,-4.679,-4.515,92.6,101.2,25.55,0,2.363,2.363,28.04,45.83,0.224,2.707,35.94,3104.787,7999,7999,-7448,-2227,-1052
"2014-11-13 00:00:00",11,13.54,-0.35,-12.86,-7.422,90,101.8,7.3,0,0.784,0.784,322.9,51.21,0.229,2.662,31.42,2714.555,7999,7999,-7999,-7999,-7400
"2014-11-14 00:00:00",12,13.53,-0.095,-11.72,-7.451,88.6,102,2.92,0,0.588,0.588,312,31.08,0.232,2.551,27.37,2365.101,7999,7999,-7999,-7999,-7999
"2014-11-15 00:00:00",13,13.57,-1.351,-15.88,-8.56,86.1,102.3,0.292,0,0.605,0.605,273.2,39.61,0.233,2.441,22.08,1907.414,7999,7999,-7999,-7999,-7999
"2014-11-16 00:00:00",14,13.65,-4.354,-14.22,-11.1,83.4,102.1,0,0,0.479,0.479,227.7,50.31,0.234,2.359,37.51,3241.059,7999,7999,-7999,-7999,-7999
"2014-11-17 00:00:00",15,13.62,-3.385,-11.98,-9.24,82,101.1,0.438,0,0.607,0.607,202.9,46.52,0.233,2.268,26.27,2269.673,7999,7999,-7999,-7999,7999
"2014-11-18 00:00:00",16,13.7,-6.182,-13.08,-11.53,85.4,100.3,4.088,0,0.935,0.935,268.7,55.72,0.232,2.189,26.82,2317.632,7999,7999,-561.8,-7999,-1373
"2014-11-19 00:00:00",17,13.7,-6.05,-15.04,-11.59,83.8,100.7,3.942,0,1.169,1.169,296.3,54.76,0.231,2.1,71.12,6144.494,7999,7999,-7999,-7999,-7999
"2014-11-20 00:00:00",18,13.68,-5.178,-15.93,-11.65,83,100.5,4.964,0,0.642,0.642,238.5,63.38,0.232,2.033,63.08,5449.877,7999,7999,-7999,-7999,-7999
"2014-11-21 00:00:00",19,13.75,-7.772,-12.46,-12.9,85.9,101.1,3.212,0,0.687,0.687,303.2,38.55,0.232,1.965,20.07,1734.463,7999,7999,-3718,-7999,-7999
"2014-11-22 00:00:00",20,13.62,-3.256,-17.04,-10.54,72.48,101.9,7.446,0,0.828,0.828,197.5,36.8,0.232,1.895,23.34,2016.175,7999,7999,-7999,-7999,-7999
"2014-11-23 00:00:00",21,13.39,4.579,-3.836,-0.615,83,100.7,1.898,0,0.865,0.865,209.2,44.5,0.232,1.818,82.7,7147.606,7999,7999,-7999,-7999,-7585
"2014-11-24 00:00:00",22,13.28,8.41,1.308,3.44,94.9,100,0.438,0,0.923,0.923,183.3,56.46,0.239,1.722,58.21,5028.951,7999,7999,-3219,-7999,7999
"2014-11-25 00:00:00",23,12.08,5.528,-4.354,-1.875,94.6,99.1,11.83,0,1.548,1.548,6.472,44.66,0.251,1.553,47.18,4076.055,7999,7999,9.94,-4825,7999
"2014-11-26 00:00:00",24,13.62,-3.513,-17.22,-9.41,86.7,101.2,6.278,0,1.076,1.076,333.6,52.4,0.242,1.584,73.1,6315.415,7999,7999,-6268,-7999,7999
"2014-11-27 00:00:00",25,13.63,-4.008,-18.56,-11.36,86.8,102,0,0,0.663,0.663,89.3,82.3,0.238,1.595,57.21,4943.029,7999,7999,-3385,-7999,7999
"2014-11-28 00:00:00",26,13.76,-7.505,-23.82,-15.54,82.5,102.6,0.292,0,0.877,0.877,351.5,46.58,0.232,1.594,76.52,6611.117,7999,7999,-7999,-7999,7999
"2014-11-29 00:00:00",27,13.7,-5.962,-22.89,-13.59,81.1,101.8,0.146,0,0.394,0.394,171.6,53.72,0.229,1.543,61.71,5332.082,7999,7999,-4776,-5849,7999
"2014-11-30 00:00:00",28,13.39,4.685,-8.04,-3.325,89.6,100.1,3.212,0,0.965,0.965,207.7,39.54,0.226,1.49,64.22,5548.42,7999,7999,-7999,-7999,-119
"2014-12-01 00:00:00",29,13.47,1.778,-14.08,-7.381,87.5,101,0,0,1.597,1.597,299.1,43.46,0.226,1.492,47.69,4120.805,7999,7999,-7999,-6506,-7999
"2014-12-02 00:00:00",30,13.89,-12.15,-22.52,-17.34,77.78,103.1,0,0,1.205,1.205,279.9,68.07,0.228,1.502,73.18,6323.107,7999,7999,-7999,-7999,-7999
"2014-12-03 00:00:00",31,13.62,-3.278,-20.63,-11.19,79.05,102,1.168,0,1.235,1.235,203.2,44.02,0.226,1.419,57.96,5007.61,7999,7999,-7999,-7999,-7999
"2014-12-04 00:00:00",32,13.67,-5.461,-8.92,-9.46,82.4,101.5,1.898,0,1.216,1.216,269.6,46.29,0.224,1.383,50.1,4328.469,7999,7999,-7999,-7999,734.8
"2014-12-05 00:00:00",33,13.63,-3.879,-15.98,-10.2,65.77,102.4,0.438,0,0.757,0.757,185.9,55.89,0.223,1.394,77.64,6708.369,7999,7999,-7999,-7999,-7999
"2014-12-06 00:00:00",34,13.48,0.989,-8.46,-4.373,81.1,102.1,0.584,0,0.768,0.768,214.4,56.61,0.223,1.36,38.66,3340.4,7999,7999,-7999,-7999,-7999
"2014-12-07 00:00:00",35,13.64,-3.256,-17.43,-9.87,81.7,103.3,0,0,0.245,0.245,85,56.8,0.223,1.367,73.21,6325.449,7999,7999,-7999,-7999,-5206
"2014-12-08 00:00:00",36,13.49,0.714,-11.46,-4.511,74.74,103,0.146,0,1.289,1.289,184.1,40.08,0.223,1.299,64.09,5537.138,7999,7999,-7999,-7999,-5752
"2014-12-09 00:00:00",37,13.44,2.203,-1.01,-1.462,89.9,101.5,3.358,0,0.794,0.794,224,62.57,0.222,1.296,30.6,2644.176,7999,7999,-5674,-5095,1370
"2014-12-10 00:00:00",38,13.5,1.202,-5.047,-6.132,91.7,102.8,0,0,1.28,1.28,25.71,49.57,0.223,1.299,35.12,3034.205,7999,7999,-7999,-1541,-2740
"2014-12-11 00:00:00",39,13.53,-0.075,-10.03,-6.345,86.8,102.8,0,0,0.337,0.337,135.2,51.83,0.224,1.294,73.76,6373.107,7999,7999,-7999,-7999,-7999
"2014-12-12 00:00:00",40,13.64,-3.859,-16.18,-11.49,89.4,102.1,0,0,0.188,0.188,178.6,65.54,0.225,1.276,57.93,5004.886,7999,7999,-7999,-7999,-7999
"2014-12-13 00:00:00",41,13.45,2.544,-6.907,-4.533,89.2,102,0.292,0,0.234,0.234,192.9,55.37,0.223,1.183,71.67,6192.705,7999,7999,-7999,-7999,-6043
"2014-12-14 00:00:00",42,13.37,4.902,-6.708,-0.249,91.6,101.5,0.146,0,0.556,0.556,210.9,61.29,0.222,1.188,50.78,4387.234,7999,7999,-7999,-7999,7999
"2014-12-15 00:00:00",43,13.32,7.049,3.249,3.65,96,101.4,0.292,0,0.229,0.229,144.9,60.7,0.228,1.161,28.83,2490.74,7999,7999,305.1,-7999,7999
"2014-12-16 00:00:00",44,13.31,7.444,3.206,4.444,97.8,100.9,1.168,0,0.431,0.431,152.9,69.64,0.244,1.082,19.97,1725.584,7999,7999,1064,-7999,7999
"2014-12-17 00:00:00",45,13.43,3.185,-4.765,-3.735,95.5,101.2,14.45,0,1.8,1.8,2.938,40.85,0.247,1.059,33.21,2869.513,7999,7999,299.2,-222.8,5800
"2014-12-18 00:00:00",46,13.61,-3.084,-5.569,-6.894,92.8,102,5.256,0,1.385,1.385,340.4,36.92,0.24,1.07,38.27,3306.211,7999,7999,140.3,-2073,7023
"2014-12-19 00:00:00",47,13.6,-2.036,-15.95,-8.3,90,102.5,2.044,0,0.38,0.38,65.25,41.14,0.238,1.079,63.2,5460.297,7999,7999,17.44,-7999,7999
"2014-12-20 00:00:00",48,13.57,-1.331,-17.51,-11.45,88.2,102.4,0.438,0,0.157,0.157,148.9,42.39,0.235,1.027,75.71,6541.652,7999,7999,-43.83,-7999,7999
"2014-12-21 00:00:00",49,13.54,-0.904,-10.03,-6.349,91.3,102.2,0,0,0.224,0.224,175.4,51.53,0.229,0.851,38.53,3328.753,7999,7999,-23.13,-7999,7999
"2014-12-22 00:00:00",50,13.46,1.692,-3.771,-2.099,91.3,101.6,1.46,0,1.036,1.036,182.3,35.11,0.226,0.893,49.78,4301.01,7999,7999,-64.33,-7999,7999
"2014-12-23 00:00:00",51,13.42,2.822,0.903,-0.217,92.6,101,2.92,0,1.115,1.115,178.6,42.51,0.224,0.993,33.89,2927.94,7999,7999,-5997,-5181,2520
"2014-12-24 00:00:00",52,13.46,1.99,0.522,-0.963,94.4,100.7,6.862,0,0.604,0.604,54.04,41.64,0.227,1.016,12.04,1040.181,7999,7999,-623,-2159,-1149
"2014-12-25 00:00:00",53,12.08,1.138,-1.01,-1.662,97,100.4,5.256,0,0,0,36.77,0,0.232,1.01,10.2,881.3328,7999,7999,109.6,-901,-7999
"2014-12-26 00:00:00",54,13.44,2.268,0.266,-1.217,94.9,100.5,1.168,0,0.197,0.197,256,35.45,0.235,0.996,26.96,2329.396,7999,7999,-812,-3945,-7999
"2014-12-27 00:00:00",55,13.46,1.778,-0.861,-1.884,95.8,101.5,1.022,0,0.194,0.194,30.74,44.02,0.236,0.989,23.92,2066.703,7999,7999,-779.8,-6319,-6909
"2014-12-28 00:00:00",56,12.29,0.16,-7.86,-3.549,94.4,101.4,7.592,0,0.75,0.75,3.531,58.27,0.237,0.987,10.48,905.6955,7999,7999,-320.8,-7999,-7999
"2014-12-29 00:00:00",57,13.68,-6.028,-15.57,-11.28,88.2,101.8,0,0,0.57,0.57,284.7,59.73,0.235,1.012,12.2,1054.461,7999,7999,-715.5,-7999,-7999
"2014-12-30 00:00:00",58,13.83,-10.17,-16.03,-14.76,85.4,102.8,0.292,0,0.64,0.64,313.8,45.29,0.232,1.013,17.29,1494.233,7999,7999,-428,-7999,-7999
"2014-12-31 00:00:00",59,13.89,-12.03,-20.23,-17.43,83.9,103.1,0.584,0,0.84,0.84,280,40.74,0.229,0.979,14.57,1259.094,7999,7999,-344.1,-7999,-7999
"2015-01-01 00:00:00",60,13.88,-11.68,-22.61,-18.61,77.02,101.6,0.292,0,1.088,1.088,234.8,60.41,0.226,0.904,39.66,3426.494,7999,7999,-1107,-7999,-5209
"2015-01-02 00:00:00",61,13.65,-4.808,-12.79,-11.35,83.7,100.8,2.92,0,1.196,1.196,279.3,59.46,0.224,0.82,27.4,2367.615,7999,7999,-600,-7999,-7999
"2015-01-03 00:00:00",62,13.78,-7.951,-18.29,-14.56,82.8,102,0,0,0.335,0.335,196.8,51.69,0.222,0.86,21.87,1889.338,7999,7999,-735.2,-7999,-7999
"2015-01-04 00:00:00",63,13.5,0.246,-7.951,-5.626,84.8,101.4,3.066,0,0.773,0.773,188.7,71.09,0.221,0.867,28.81,2489.33,7999,7999,-989,-5445,-7999
"2015-01-05 00:00:00",64,13.63,-3.45,-19.69,-16.38,84.6,101.7,1.168,0,2.137,2.137,339.3,40.7,0.221,0.927,45.58,3938.368,7999,7999,113.7,-4097,-7999
"2015-01-06 00:00:00",65,14.06,-17.78,-25.62,-22.83,77.13,102.4,1.022,0,0.957,0.957,251.6,55.19,0.221,0.961,46.39,4007.726,7999,7999,-280.4,-7999,7999
"2015-01-07 00:00:00",66,13.89,-11.93,-19.36,-18.48,81.2,101.8,2.044,0,1.374,1.374,268.5,59.97,0.22,0.891,48.17,4161.573,7999,7999,-509.9,-2815,-7999
"2015-01-08 00:00:00",67,14,-15.6,-21.53,-21.37,79.38,102.9,3.504,0,1.771,1.771,313.4,52.91,0.22,0.842,58.9,5088.703,7999,7999,-458.6,-7999,-7999
"2015-01-09 00:00:00",68,13.9,-12.58,-19.55,-18.37,75.83,101.1,3.212,0,0.921,0.921,226,55.39,0.219,0.764,47.33,4088.997,7999,7999,-817,-4858,-7999
"2015-01-10 00:00:00",69,13.93,-12.77,-17.7,-18.31,81.5,101.3,3.504,0,1.854,1.854,296.8,46.28,0.217,0.699,61.92,5349.684,7999,7999,-649.9,-7577,-7999
"2015-01-11 00:00:00",70,13.86,-10.67,-24.14,-19.54,74.1,101.7,1.606,0,0.615,0.615,214.4,68.35,0.216,0.673,59.92,5177.227,7999,7999,-907,-7999,7999
"2015-01-12 00:00:00",71,13.78,-8.33,-24.18,-18.23,82.5,102.1,0.146,0,0.357,0.357,201.6,72.22,0.214,0.585,72.62,6274.632,7999,7999,-1064,-7999,-7999
"2015-01-13 00:00:00",72,13.89,-11.93,-23.63,-18.65,81.4,103.2,0,0,0.684,0.684,358.1,47.81,0.213,0.522,54.34,4695.307,7999,7999,-645.9,-7999,-6915
"2015-01-14 00:00:00",73,13.81,-8.8,-23.6,-17.39,74.61,103.4,0.876,0,0.563,0.563,191.3,48.29,0.212,0.495,75.31,6506.532,7999,7999,-1431,-7999,7999
"2015-01-15 00:00:00",74,13.68,-5.723,-15.57,-10.87,82.3,102,0.73,0,0.686,0.686,221.5,45.19,0.21,0.42,45.5,3931.419,7999,7999,-2116,-7876,-7999
"2015-01-16 00:00:00",75,13.49,0.585,-7.395,-5.857,82,100.9,3.358,0,1.556,1.556,259.7,69,0.21,0.415,47.32,4088.174,7999,7999,-6987,-7999,-7999
"2015-01-17 00:00:00",76,13.75,-7.216,-14.82,-12.23,70.93,101.8,0,0,0.984,0.984,55.43,89.2,0.212,0.501,87.6,7572.922,7999,7999,-7999,-7999,7999
"2015-01-18 00:00:00",77,13.48,0.777,-8.96,-4.614,89.9,100,0,0,1.269,1.269,209.5,53.64,0.212,0.534,34.94,3018.586,7999,7999,-5145,-4323,-5627
"2015-01-19 00:00:00",78,13.52,-0.095,-7.372,-5.017,88.2,100.5,1.168,0,1.386,1.386,340.7,55.16,0.212,0.593,24.94,2154.751,7999,7999,-6370,-4460,-636.9
"2015-01-20 00:00:00",79,13.61,-2.827,-8.15,-9.26,81.8,101.6,0.584,0,0.334,0.334,99.6,73.41,0.212,0.69,49.03,4236.523,7999,7999,-2396,-6640,4731
"2015-01-21 00:00:00",80,13.57,-1.159,-7.216,-7.82,81.8,101.5,0.146,0,0.315,0.315,51.72,81.4,0.213,0.736,80.8,6982.001,7999,7999,-7999,-7999,340.5
"2015-01-22 00:00:00",81,13.59,-2.612,-6.27,-6.634,91.1,101.9,0,0,0.278,0.278,281.4,43.71,0.213,0.748,37.49,3238.833,7999,7999,-7999,-2918,-1262
"2015-01-23 00:00:00",82,13.48,1.904,-5.831,-4.751,73.21,102.3,0.73,0,0.944,0.944,255.4,65.34,0.214,0.754,109.5,9464.673,7999,7999,-7999,-7999,7999
"2015-01-24 00:00:00",83,13.4,3.807,-4.311,-1.588,80.4,100.9,0.73,0,1.209,1.209,232.8,50.89,0.215,0.746,63.94,5524.411,7999,7999,-7999,-7999,7999
"2015-01-25 00:00:00",84,13.45,2.352,-8.31,-3.769,89.5,100.4,0,0,1.289,1.289,348.6,68.04,0.216,0.745,37.2,3213.881,7999,7999,-7999,-3684,902
"2015-01-26 00:00:00",85,13.64,-3.556,-18.34,-11.88,79.06,101.5,0,0,0.986,0.986,70.58,49.74,0.219,0.762,"NAN","NAN",7999,7999,-7999,-7999,-5154
"2015-01-27 00:00:00",86,13.65,-4.245,-16.41,-10.3,81.4,101.1,0.876,0,1.047,1.047,184.2,32.86,0.219,0.755,63.38,5476.177,7999,7999,-7999,-7999,-3074
"2015-01-28 00:00:00",87,13.59,-2.42,-12.22,-8.32,85.3,102,0.876,0,0.478,0.478,182.3,54.81,0.219,0.72,47.06,4066.091,7999,7999,-1460,-7999,7999
"2015-01-29 00:00:00",88,13.5,0.479,-6.708,-4.727,82.5,101.7,0.438,0,0.972,0.972,194,35.07,0.217,0.697,63.5,5486.125,7999,7999,-7806,-7999,7999
"2015-01-30 00:00:00",89,13.54,-1.139,-9.55,-6.001,85.8,101.5,0.73,0,1.687,1.687,332.6,62.1,0.216,0.719,19.21,1659.751,7999,7999,-3499,-3499,2673
"2015-01-31 00:00:00",90,13.71,-6.292,-12.81,-12.32,76.23,102.8,0.292,0,0.698,0.698,289.9,70.58,0.216,0.747,88.6,7658.746,7999,7999,-7999,-7999,2889
"2015-02-01 00:00:00",91,13.66,-4.636,-13.05,-10.24,80.3,102.2,0.73,0,1.015,1.015,2.488,84.4,0.216,0.734,62,5356.731,7999,7999,-7999,-4924,-1902
"2015-02-02 00:00:00",92,13.82,-10.07,-15.09,-15.51,79.55,102.5,0,0,1.172,1.172,46.86,41.22,0.216,0.74,79.88,6901.254,7999,7999,-7999,-6418,446.4
"2015-02-03 00:00:00",93,13.75,-7.216,-20.69,-15.76,67.3,101.7,1.022,0,0.542,0.542,272.9,57.01,0.216,0.722,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-04 00:00:00",94,13.7,-5.94,-16.6,-14.16,71.37,101.4,0,0,0.551,0.551,253,64.31,0.215,0.656,"NAN","NAN",7999,7999,-7999,-7999,-5375
"2015-02-05 00:00:00",95,13.88,-11.58,-20.03,-16.75,82.3,101.8,2.044,0,1.022,1.022,311,39.58,0.215,0.595,"NAN","NAN",7999,7999,-7999,-7999,-3962
"2015-02-06 00:00:00",96,13.71,-6.292,-22.92,-15.66,64.5,101.9,1.898,0,0.694,0.694,222.1,51.93,0.214,0.523,98.5,8514.418,7999,7999,-7999,-7999,7999
"2015-02-07 00:00:00",97,13.67,-5.025,-13.56,-10.85,82.4,101.5,0,0,0.53,0.53,357.7,73.48,0.213,0.431,70.28,6071.97,7999,7999,-7999,-7999,-2347
"2015-02-08 00:00:00",98,13.62,-3.708,-8.64,-8.75,86.6,101,3.212,0,0.889,0.889,79.57,63.05,0.213,0.416,34.04,2941.053,7999,7999,-216.1,-1235,4066
"2015-02-09 00:00:00",99,13.67,-5.592,-10.01,-9.42,89.1,101.3,0.584,0,1.166,1.166,56.72,35.61,0.213,0.46,42.64,3684.129,7999,7999,-484.9,-3524,3573
"2015-02-10 00:00:00",100,13.59,-1.629,-11.61,-10.37,84,102.3,1.314,0,0.294,0.294,356.9,38.49,0.213,0.525,69.9,6039.556,7999,7999,-981,-7999,7999
"2015-02-11 00:00:00",101,13.55,-1.225,-6.511,-6.746,82.5,102.1,0.146,0,0.57,0.57,167.6,44.12,0.213,0.56,43.66,3772.117,7999,7999,-2444,-5595,6321
"2015-02-12 00:00:00",102,13.62,-3.536,-14.59,-9.18,86.1,101.3,3.066,0,1.693,1.693,311,67.83,0.213,0.606,38.22,3302.262,7999,7999,-1258,-5021,7443
"2015-02-13 00:00:00",103,13.88,-11.39,-26,-19.6,77.74,102.8,1.314,0,1.386,1.386,6.262,49.25,0.213,0.659,"NAN","NAN",7999,7999,-4472,-7999,7999
"2015-02-14 00:00:00",104,13.75,-7.905,-26.03,-15.63,79.25,101.4,1.46,0,1.025,1.025,219.1,90.5,0.213,0.652,73.59,6358.269,7999,7999,-2217,-6747,7999
"2015-02-15 00:00:00",105,13.86,-11,-23.38,-20.34,79.54,102,1.606,0,2.299,2.299,5.403,38.54,0.214,0.635,"NAN","NAN",7999,7999,-7999,-7999,-1624
"2015-02-16 00:00:00",106,13.8,-7.415,-32.33,-23.03,72.86,103.2,2.19,0,0.409,0.409,74.64,62.03,0.213,0.612,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-17 00:00:00",107,13.74,-7.505,-16.34,-14.91,70.8,101.8,0,0,0.478,0.478,207.7,44.2,0.213,0.471,"NAN","NAN",7999,7999,-7999,-7999,3489
"2015-02-18 00:00:00",108,13.89,-11.79,-23.17,-18.97,78.58,100.9,0.73,0,0.662,0.662,325.9,45.92,0.213,0.421,"NAN","NAN",7999,7999,-775.2,-7999,7999
"2015-02-19 00:00:00",109,14.05,-17.17,-28.27,-23.63,75.25,101.4,0,0,1.016,1.016,329.8,41.56,0.212,0.396,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-20 00:00:00",110,13.98,-14.59,-35.56,-27.29,71.11,102.2,0.146,0,0.635,0.635,11.65,59.68,0.21,0.369,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-21 00:00:00",111,13.78,-8.49,-28.01,-18.65,74.52,101.3,2.628,0,0.91,0.91,188.8,50.94,0.207,0.292,121.7,10512.18,7999,7999,-7999,-7999,-5310
"2015-02-22 00:00:00",112,13.74,-7.395,-20.92,-14.09,80.5,101.3,1.168,0,0.753,0.753,327.6,61.37,0.203,0.235,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-23 00:00:00",113,14.05,-17.14,-31.26,-24.43,73.31,102.8,0,0,1.064,1.064,351.7,60.2,0.203,0.258,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-24 00:00:00",114,13.76,-7.548,-34.72,-23.11,57.42,102.6,0.146,0,0.894,0.894,202.6,60.84,0.204,0.253,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-02-25 00:00:00",115,13.62,-3.041,-18.78,-12.18,78.19,100.1,5.84,0,1.765,1.765,283.6,67.25,0.202,0.199,69.55,6009.497,7999,7999,-7999,-7999,-7999
"2015-02-26 00:00:00",116,13.85,-10.21,-30.64,-23.23,70.3,101.4,0.584,0,0.704,0.704,6.779,60.61,0.202,0.231,"NAN","NAN",7999,7999,-7999,-7999,-7999
"2015-02-27 00:00:00",117,13.83,-9.48,-34.68,-25.09,69.97,102.4,0.146,0,0.629,0.629,355.5,61.09,0.202,0.232,"NAN","NAN",7999,7999,-7999,-7999,-576.3
"2015-02-28 00:00:00",118,13.64,-2.978,-29.37,-19.54,65.52,102.8,0.876,0,0.605,0.605,159.2,87.3,0.201,0.197,"NAN","NAN",7999,7999,-7999,-7999,4865
"2015-03-01 00:00:00",119,13.52,0.628,-23.04,-13.01,53.72,102.9,0.584,0,0.607,0.607,187.2,55.88,0.199,0.169,"NAN","NAN",7999,7999,-7999,-7999,-7999
"2015-03-02 00:00:00",120,13.6,-2.506,-14.05,-10.15,63.19,102,0,0,0.961,0.961,226.3,56.74,0.198,0.149,145.6,12579.87,7999,7999,-7999,-7999,-7999
"2015-03-03 00:00:00",121,13.48,2.119,-15.52,-8.75,56.92,102.4,0.292,0,1.136,1.136,301.1,76.04,0.198,0.145,"NAN","NAN",7999,7999,-7999,-7999,-7999
"2015-03-04 00:00:00",122,13.55,-0.947,-14.5,-7.714,75.01,100.7,2.482,0,1.21,1.21,220.3,66.66,0.2,0.154,44.85,3874.784,7999,7999,-7999,-7999,-7999
"2015-03-05 00:00:00",123,13.74,-7.216,-24.05,-17.05,75.3,101.4,2.19,0,1.722,1.722,300.6,43.09,0.201,0.181,"NAN","NAN",7999,7999,-7999,-7999,-7999
"2015-03-06 00:00:00",124,13.69,-5.09,-31.47,-20.53,64.11,102.6,1.168,0,0.579,0.579,202.3,81.5,0.202,0.203,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-07 00:00:00",125,13.44,2.887,-19.92,-10.29,57.86,101.6,1.022,0,1.062,1.062,216.4,65.75,0.202,0.176,"NAN","NAN",7999,7999,-7999,-7999,-7999
"2015-03-08 00:00:00",126,13.48,1.33,-11.65,-6.6,77.91,101.3,0,0,0.812,0.812,54.31,84.2,0.202,0.163,96.2,8314.42,7999,7999,-7999,-7999,-178.9
"2015-03-09 00:00:00",127,13.43,2.865,-17.57,-7.311,81.5,101.5,0,0,0.738,0.738,157.3,92.3,0.203,0.171,80.4,6943.293,7999,7999,-7999,-7999,-2885
"2015-03-10 00:00:00",128,13.19,12.84,-10.44,-0.143,70.16,101.3,2.482,0,0.484,0.484,169.6,61.54,0.204,0.164,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-11 00:00:00",129,13.08,18.4,-1.311,6.791,58.24,100.9,0.876,0,1.257,1.257,244.9,70.36,0.218,0.152,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-12 00:00:00",130,13.27,9.55,-7.704,-0.256,64.91,102.3,0,0,0.832,0.832,30.5,81.4,0.251,0.167,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-13 00:00:00",131,13.22,11.47,-0.416,3.101,47.93,102.6,0,0,1.332,1.332,175.2,47.21,0.255,0.191,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-14 00:00:00",132,13.1,16.89,3.165,5.983,72.04,101.6,0,0,0.871,0.871,207.3,81.2,0.277,0.223,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-15 00:00:00",133,13.41,3.764,-2.892,0.503,83.8,101.7,0,0,1.627,1.627,323.7,44.48,0.269,0.3,64.47,5569.93,7999,7999,-7999,-7999,-2244
"2015-03-16 00:00:00",134,13.18,13.3,-4.376,3.337,69.64,101.5,0.146,0,0.807,0.807,181.3,62.41,0.269,0.357,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-03-17 00:00:00",135,13.32,6.983,0.458,2.985,84.4,101.2,3.942,0,0.713,0.713,57.82,87.8,0.278,0.361,61.84,5342.632,7999,7999,-7999,-7999,7999
"2015-03-18 00:00:00",136,13.43,3.377,-7.795,-3.181,53.31,102.3,0.584,0,2.049,2.049,322.6,46.72,0.261,0.328,"NAN","NAN",7999,7999,-7999,-7999,7999
