"TOA5","FRF_Village","CR1000","63162","CR1000.Std.27","CPU:Complete Station_Bridget_31Oct2014.cr1","65292","Table_24"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Max","PTemp_C_Min","AirTC_Avg","RH_Avg","BP_kPa_Avg","Rain_mm_Tot","Rain_24hr","WS_ms_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","VW_Avg","T107_C_Avg","PAR_Den_Avg","PAR_Tot_Tot","SR01Up_Tot","SR01Dn_Tot","IR01Up_Tot","IR01Dn_Tot","NetTot_Tot"
"TS","RN","Volts","Deg C","Deg C","Deg C","%","kPa","mm","mm","meters/second","meters/second","Deg","Deg","","Deg C","umol/s/m^2","mmol/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2"
"","","Min","Max","Min","Avg","Avg","Avg","Tot","Smp","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Tot","Tot","Tot","Tot","Tot"
"2015-09-10 00:00:00",312,12.94,25.52,6.897,14.13,72.13,101.4,0,0,0.811,0.811,290.5,66.57,0.112,18.62,"NAN","NAN",7999,7999,-7999,988,7999
"2015-09-11 00:00:00",313,13,22.28,6.373,13.12,78.42,101.5,0,0,0.706,0.706,323,53.87,0.103,18.48,"NAN","NAN",7999,7999,-7999,4906,7999
"2015-09-12 00:00:00",314,13.08,17.77,3.463,8.47,81.5,101.9,0.292,0,0.758,0.758,340.5,54.87,0.095,16.56,"NAN","NAN",7999,7999,-7999,6652,7999
"2015-09-13 00:00:00",315,12.49,19.97,0.436,7.885,77.58,101.9,0,0,0.537,0.537,334.8,78.12,0.088,14.93,"NAN","NAN",7999,7999,-7999,2467,7999
"2015-09-14 00:00:00",316,12.93,25.76,5.074,13.64,65.34,101.3,0,0,0.824,0.824,39.76,97.3,0.083,15.7,"NAN","NAN",7999,7999,-7999,-4076,7999
"2015-09-15 00:00:00",317,12.86,31.47,10.99,18.82,67.11,101.2,0,0,0.75,0.75,65.33,92.4,0.077,17.29,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-09-16 00:00:00",318,12.85,32.26,16.59,22.32,68.66,101.7,0,0,0.924,0.924,74.33,86.8,0.072,18.89,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-09-17 00:00:00",319,12.86,31.97,17.69,21.97,65.7,101.5,0,0,1.098,1.098,70.69,89.5,0.068,19.36,"NAN","NAN",7999,7999,-7999,-5041,7999
"2015-09-18 00:00:00",320,12.91,28.49,20,21.41,81.8,101.1,1.314,0,0.888,0.888,60.31,92.3,0.067,19.66,"NAN","NAN",7999,7999,-7999,-5062,7999
"2015-09-19 00:00:00",321,12.99,22.7,12.56,15.38,82.8,101.2,0.876,0,0.859,0.859,316.9,60.07,0.067,18.8,"NAN","NAN",7999,7999,-7999,4476,7999
"2015-09-20 00:00:00",322,13.01,20.99,8.35,12.47,75.66,101.5,1.606,0,0.801,0.801,303.9,67.14,0.066,17.58,"NAN","NAN",7999,7999,-7999,3090,7999
"2015-09-21 00:00:00",323,12.93,26.65,7.356,14.65,65.43,101.9,0,0,0.625,0.625,132.4,96.2,0.065,16.59,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-09-22 00:00:00",324,12.92,27,10.31,16.74,59.27,101.7,0,0,0.986,0.986,79.45,86.2,0.063,17,"NAN","NAN",7999,7999,-7999,-4972,7999
"2015-09-23 00:00:00",325,12.97,23.64,7.575,15.08,74.36,102,0,0,0.809,0.809,47.59,75.85,0.062,16.67,"NAN","NAN",7999,7999,-7999,-5502,7999
"2015-09-24 00:00:00",326,13.02,21.04,4.708,10.95,81.7,102.7,0,0,0.462,0.462,59.66,64.83,0.06,14.84,"NAN","NAN",7999,7999,-7999,1746,7999
"2015-09-25 00:00:00",327,13.03,19.57,10.36,13.18,86,102.7,0.146,0,0.42,0.42,6.505,68.07,0.06,15.21,89.5,7729.834,7999,7999,-7999,1101,7999
"2015-09-26 00:00:00",328,12.99,22.53,13.47,15.16,90.3,102.8,0,0,0.456,0.456,0.943,64.14,0.06,16.39,"NAN","NAN",7999,7999,-7999,3058,7999
"2015-09-27 00:00:00",329,12.91,28.23,12.86,17.16,80.3,102.6,0,0,0.793,0.793,75.7,83.1,0.06,17.02,"NAN","NAN",7999,7999,-7999,1361,7999
"2015-09-28 00:00:00",330,12.89,29.58,14.01,19.03,69.54,101.7,0,0,0.876,0.876,14.02,96,0.059,17.63,"NAN","NAN",7999,7999,-7999,-4724,7999
"2015-09-29 00:00:00",331,13.03,19.78,8.44,15.48,87,101.4,6.862,0,0.396,0.396,339.1,73.45,0.069,16.97,"NAN","NAN",7999,7999,-7999,-4426,7999
"2015-09-30 00:00:00",332,13.1,16.32,-0.35,7.112,72.58,102.2,0,0,0.643,0.643,23.95,68.46,0.077,14.12,"NAN","NAN",7999,7999,-7999,-4.57,7999
"2015-10-01 00:00:00",333,13.06,18.53,-2.334,5.292,75.65,102.8,0,0,0.619,0.619,69.89,81.1,0.073,12.12,"NAN","NAN",7999,7999,-7999,1059,7999
"2015-10-02 00:00:00",334,13.08,17.84,-2.122,4.739,75.46,103.3,0,0,0.848,0.848,76.18,42.75,0.069,11.3,"NAN","NAN",7999,7999,-7999,1347,7999
"2015-10-03 00:00:00",335,13.06,18.58,-3.902,4.875,71.53,103.5,0,0,1.117,1.117,97.8,35.92,0.067,10.33,"NAN","NAN",7999,7999,-7999,1485,7999
"2015-10-04 00:00:00",336,13.17,13.45,0.203,5.559,71,103.2,0,0,1.38,1.38,110,58.19,0.065,10.14,"NAN","NAN",7999,7999,-7999,-67.94,7999
"2015-10-05 00:00:00",337,13.13,14.88,-2.741,4.552,81.6,102.7,0,0,0.472,0.472,2.688,68.84,0.063,9.73,"NAN","NAN",7999,7999,-7999,-1113,7999
"2015-10-06 00:00:00",338,13.12,15.34,4.256,8.13,84.3,102.3,0,0,0.456,0.456,82.9,72.4,0.062,10.44,"NAN","NAN",7999,7999,-7999,-2331,7999
"2015-10-07 00:00:00",339,13.01,20.99,7.487,12,77.78,101.9,0,0,0.605,0.605,288.6,56.54,0.062,11.98,"NAN","NAN",7999,7999,-7999,-3444,7999
"2015-10-08 00:00:00",340,13.09,16.91,-0.479,6.197,79.23,102.2,0,0,0.513,0.513,24.02,63.98,0.06,10.94,"NAN","NAN",7999,7999,-7999,-11.07,7999
"2015-10-09 00:00:00",341,13.2,11.61,4.88,7.188,91.7,101.4,7.008,0,1.143,1.143,76.27,92.5,0.067,10.23,42.31,3655.927,7999,4611,-7999,2232,7999
"2015-10-10 00:00:00",342,13.13,15.14,4.042,7.741,83.4,102.1,0.438,0,0.939,0.939,338.7,55.97,0.074,11.05,"NAN","NAN",7999,7999,-7999,355.5,7999
"2015-10-11 00:00:00",343,13.03,19.89,2.971,10.05,71.11,101.4,0,0,0.664,0.664,251.5,96.1,0.074,10.53,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-10-12 00:00:00",344,12.85,32.88,10.27,18.87,60.8,100.1,0,0,0.674,0.674,210.3,98,0.073,13.09,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-10-13 00:00:00",345,13.01,21.67,9.66,14.78,67.76,99.4,0.292,0,1.109,1.109,271.9,67.82,0.07,13.53,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-10-14 00:00:00",346,13.24,10.9,5.291,5.939,94.2,100.4,5.256,0,1.38,1.38,310.3,42.83,0.072,11.45,65.11,5625.166,7999,7071,-52.29,6168,7999
"2015-10-15 00:00:00",347,13.07,18.48,-0.393,6.961,76.92,101.1,0,0,0.714,0.714,269.3,54.41,0.078,10.71,"NAN","NAN",7999,7999,-7999,-4402,7999
"2015-10-16 00:00:00",348,13.14,14.21,0.266,5.419,79.64,101.2,1.46,0,1.086,1.086,297.7,70.22,0.078,9.6,"NAN","NAN",7999,7999,-7999,-397.8,7999
"2015-10-17 00:00:00",349,13.35,6.199,-2.955,0.52,69.56,102.3,0.146,0,1.314,1.314,325.8,48.13,0.078,8.6,"NAN","NAN",7999,7999,-7999,5283,7999
"2015-10-18 00:00:00",350,13.35,5.722,-0.416,-0.345,61.6,102.8,0,0,0.854,0.854,326.4,45.61,0.077,7.445,"NAN","NAN",7999,7999,-7999,7046,7999
"2015-10-19 00:00:00",351,13.13,15.46,-4.873,3.45,59.08,102.6,0,0,0.503,0.503,188.3,59.1,0.076,7.436,"NAN","NAN",7999,7999,-7999,-5029,7999
"2015-10-20 00:00:00",352,13.04,19.68,5.14,9.95,58.2,101.1,0,0,0.841,0.841,200.8,71.03,0.074,8.42,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-10-21 00:00:00",353,13.15,14.3,2.609,6.068,77.42,101.9,0,0,1.071,1.071,70.27,44.58,0.073,8.3,"NAN","NAN",7999,7999,-7999,-3881,7999
"2015-10-22 00:00:00",354,13.02,21.15,4.643,9.4,75.89,101.5,2.044,0,1.313,1.313,262.6,78.11,0.074,9.43,"NAN","NAN",7999,7999,-7999,-397.1,7999
"2015-10-23 00:00:00",355,13.15,14.21,-0.33,4.616,78.97,102.4,0,0,0.865,0.865,354,83.2,0.074,8.51,"NAN","NAN",7999,7999,-7999,-6616,7999
"2015-10-24 00:00:00",356,13.24,10.4,1.416,4.474,87.2,102.1,4.234,0,1.066,1.066,190.9,65.92,0.074,7.694,75.32,6507.502,7999,7999,-7999,3261,7999
"2015-10-25 00:00:00",357,13.22,10.65,-0.307,6.342,93.8,100.9,8.61,0,1.003,1.003,285.6,83.2,0.113,8.57,33.74,2915.189,7999,3455,-1656,-2189,7999
"2015-10-26 00:00:00",358,13.19,12.51,-2.122,1.976,82.8,102.5,0,0,0.64,0.64,342.3,70.74,0.135,7.341,"NAN","NAN",7999,7999,-7999,-2061,7999
"2015-10-27 00:00:00",359,13.24,9.88,-1.672,3.051,88,102.9,0.292,0,0.325,0.325,177,66.98,0.131,6.621,85.1,7356.51,7999,7999,-7999,-418.6,7999
"2015-10-28 00:00:00",360,13.11,16.34,3.612,7.503,80.9,102.4,0,0,1.058,1.058,159.7,61.85,0.129,7.74,"NAN","NAN",7999,7999,-7999,-2645,7999
"2015-10-29 00:00:00",361,13.24,10.09,5.808,6.347,89.7,99.7,10.22,0,1.061,1.061,159,80.5,0.15,8.17,45.67,3945.519,7999,4331,-7726,1453,7999
"2015-10-30 00:00:00",362,13.34,6.287,3.764,3.153,94.8,99.9,4.964,0,1.109,1.109,319.9,54.39,0.186,7.681,"NAN","NAN",7999,4818,-138,4749,7999
"2015-10-31 00:00:00",363,13.29,7.618,-0.606,2.905,89.9,101.5,0,0,0.393,0.393,196.5,48.27,0.181,7.055,61.4,5304.93,7999,7181,-836,1335,7999
"2015-11-01 00:00:00",364,13.27,8.21,3.249,5.169,93.2,100.6,12.85,0,0.639,0.639,185.4,40.41,0.197,7.163,48.42,4183.064,7999,4876,-3915,1752,7999
"2015-11-02 00:00:00",365,13.24,9.95,6.524,6.482,93.1,100.5,1.022,0,0.762,0.762,268.1,55.79,0.204,7.788,41.1,3551.326,7999,4489,-343.2,-153.9,7999
"2015-11-03 00:00:00",366,13.21,10.97,4.451,6.367,91.5,101.1,0.292,0,0.438,0.438,144.4,71.43,0.187,7.589,51.15,4419.669,7999,6127,-989,-6437,7999
"2015-11-04 00:00:00",367,13.02,20.99,2.46,8.76,84.6,101.7,0.146,0,0.53,0.53,130.5,77.48,0.181,7.778,"NAN","NAN",7999,7999,-7999,-7999,7999
"2015-11-05 00:00:00",368,13.05,18.84,7.51,10.82,86,101.5,0,0,0.732,0.732,168.5,49.85,0.177,8.52,181.5,15685.7,7999,7999,-7999,-7999,7999
"2015-11-06 00:00:00",369,13.04,19.86,10.97,14.03,84.5,100.7,0.438,0,1.119,1.119,194.6,53.02,0.175,9.51,"NAN","NAN",7999,7422,-7999,-7999,-493
"2015-11-07 00:00:00",370,13.14,14.18,2.63,4.688,79.96,100.8,1.314,0,1.601,1.601,292,43.24,0.175,8.83,"NAN","NAN",7999,7999,-7999,-1811,7999
"2015-11-08 00:00:00",371,13.38,4.536,-4.376,-0.37,89.6,102,2.482,0,0.705,0.705,255.7,58.16,0.183,6.783,"NAN","NAN",7999,7999,-7999,-1318,7999
"2015-11-09 00:00:00",372,13.11,16.64,-4.376,5.099,63.68,102.1,0,0,0.74,0.74,176.1,63.04,0.186,5.748,166.5,14386.4,7999,7999,-7999,-7999,7999
"2015-11-10 00:00:00",373,13.06,18.87,3.099,8.39,58.12,101.9,0,0,0.705,0.705,187.3,59.76,0.18,6.339,162.8,14069.46,7999,7999,-7999,-7999,7999
"2015-11-11 00:00:00",374,13.11,16.04,-0.585,5.689,68.39,101.6,0,0,0.509,0.509,131.4,48.32,0.176,5.891,132,11402.84,7999,7999,-7999,-7999,-1881
"2015-11-12 00:00:00",375,13.11,16.89,1.159,6.64,65.93,100.8,1.168,0,0.751,0.751,139.7,56.82,0.174,5.876,123.8,10695.65,7999,7999,-7999,-7999,7999
"2015-11-13 00:00:00",376,13.29,8.19,2.011,3.903,95.3,99.5,24.53,0,1.399,1.399,358.9,71.95,0.223,6.407,13.2,1140.575,7999,1605,-435.5,1445,5824
"2015-11-14 00:00:00",377,13.45,2.011,0.648,-0.896,96,101,0.438,0,0.745,0.745,301.9,33.43,0.214,5.146,20.55,1775.42,7999,7999,-532.6,-2144,-7999
"2015-11-15 00:00:00",378,13.37,4.751,-5.788,-0.482,84.7,101.7,5.256,0,0.482,0.482,178.1,61.13,0.205,4.152,90.5,7823.512,7999,7999,-7999,-7999,6060
"2015-11-16 00:00:00",379,13.17,14.56,-1.692,3.074,83.9,101.8,4.964,0,0.447,0.447,110.3,61.15,0.215,4.087,120.5,10412.7,7999,7999,-7999,-7999,7999
"2015-11-17 00:00:00",380,13.13,15.04,1.48,7.371,72.91,101.7,0.146,0,1.158,1.158,146.5,58.54,0.211,5.034,93.9,8109.496,7999,7999,-7999,-7999,7999
"2015-11-18 00:00:00",381,13.19,11.66,8.46,8.74,82.8,101.1,0.146,0,1.675,1.675,173.8,49.68,0.199,6.425,41.12,3552.896,7999,5264,-7999,-6914,7999
"2015-11-19 00:00:00",382,13.15,13.59,6.59,9.77,88.4,99.4,4.088,0,1.674,1.674,177.6,49.77,0.201,7.59,28.6,2471.096,7999,4254,-6811,-6246,7999
"2015-11-20 00:00:00",383,13.3,8.26,-2.955,0.178,76.37,99.8,0.876,0,1.862,1.862,246.4,54.31,0.209,5.918,47.38,4093.627,7999,7063,-7999,-883,4359
"2015-11-21 00:00:00",384,13.55,-1.523,-3.47,-4.42,71.79,101.5,0,0,1.647,1.647,272.1,42.87,0.198,3.79,37.56,3245.461,7999,7999,-7999,-2030,-7989
"2015-11-22 00:00:00",385,13.56,-1.844,-11.3,-6.278,77.73,102,0,0,0.607,0.607,297.1,45.11,0.193,3.244,56.51,4882.85,7999,7999,-7999,1517,-7999
"2015-11-23 00:00:00",386,13.57,-1.652,-12.03,-8.06,75.72,101.5,0,0,0.358,0.358,192.2,53.51,0.189,2.068,63.64,5498.64,7999,7999,-7999,-7999,7999
"2015-11-24 00:00:00",387,13.48,0.757,-7.883,-3.921,84.5,101.3,0,0,0.429,0.429,227.3,59.69,0.186,1.628,34.54,2984.559,7999,7999,-7999,-2793,749.3
"2015-11-25 00:00:00",388,13.41,2.971,-3.665,-1.846,75.72,102.3,1.168,0,0.405,0.405,165,73.44,0.19,2.212,58.43,5047.939,7999,7999,-7999,-7999,-7999
"2015-11-26 00:00:00",389,13.32,6.678,-2.334,2.35,83.6,101.7,0,0,1.173,1.173,185.1,46.98,0.192,2.583,36.92,3189.771,7999,4909,-7999,-7178,-2033
"2015-11-27 00:00:00",390,13.35,6.048,-2.784,-0.003,92.8,102.2,1.46,0,1.054,1.054,13.27,58.99,0.193,3.471,12.84,1109.292,7999,2352,-2590,-749,6328
"2015-11-28 00:00:00",391,13.6,-2.784,-7.639,-7.103,86.6,103.1,0,0,1.052,1.052,338.5,55.11,0.197,2.989,44.32,3828.995,7999,7999,-86.9,-2810,7999
"2015-11-29 00:00:00",392,13.52,0.16,-13.66,-7.941,77.77,102.7,0.146,0,0.338,0.338,169.1,61.77,0.192,2.027,69.32,5989.182,7999,7999,-646.7,-7999,7999
"2015-11-30 00:00:00",393,13.48,0.946,-14.27,-7.594,87.2,102.7,0,0,0.209,0.209,169.3,52.08,0.186,1.44,51.3,4432.414,7999,7999,-183.1,-7999,7999
"2015-12-01 00:00:00",394,13.4,3.526,-7.883,-2.439,87.6,102.3,1.168,0,0.357,0.357,134.5,64.77,0.186,1.401,50.36,4351.474,7999,7999,-3474,-7801,7999
"2015-12-02 00:00:00",395,13.41,3.165,1.288,0.444,92.8,100.9,14.75,0,0.48,0.48,123.1,62.29,0.207,2.155,17.4,1503.664,7999,7999,-4486,-5239,6687
"2015-12-03 00:00:00",396,13.42,2.609,0.16,-0.655,95.1,100.9,2.774,0,0.282,0.282,293,59.25,0.213,2.492,32.7,2825.193,7999,7999,-7999,-3117,4201
"2015-12-04 00:00:00",397,13.4,3.612,-2.978,-0.794,89.6,101.8,1.314,0,0.516,0.516,246.3,81.6,0.214,2.543,58.41,5047.031,7999,7999,-209.4,-7999,7999
"2015-12-05 00:00:00",398,13.3,7.862,-5.612,0.512,74.19,102.5,0.292,0,0.31,0.31,163.2,55.4,0.206,1.567,59.74,5161.231,7999,7999,-7999,-7999,7999
"2015-12-06 00:00:00",399,13.26,9.21,-0.649,3.668,67.18,102.6,0,0,0.83,0.83,188.4,45.96,0.207,1.56,60.3,5209.9,7999,7999,-7999,-7999,-7999
"2015-12-07 00:00:00",400,13.35,5.311,-4.788,0.605,82.5,102.3,3.504,0,0.387,0.387,207.7,63.02,0.21,1.964,34.9,3141.285,7999,7999,-7999,-7999,-7999
"2015-12-08 00:00:00",401,13.42,3.377,-5.33,-2.323,92.5,101.8,0,0,0.799,0.799,198.1,66.45,0.204,1.098,66.76,5768.192,7999,7999,-7999,-4862,7999
"2015-12-09 00:00:00",402,13.36,4.923,1.267,1.404,89.4,100.8,2.044,0,0.647,0.647,196.3,50.34,0.206,1.849,42.99,3714.452,7999,7999,-7999,-7999,7999
"2015-12-10 00:00:00",403,13.36,4.771,0.565,1.487,94.5,100.2,2.336,0,0.454,0.454,221.6,69.58,0.229,2.326,29.47,2546.521,7999,5428,-11.65,-7502,7999
"2015-12-11 00:00:00",404,13.3,7.487,3.612,3.566,88.9,99.3,2.336,0,0.593,0.593,199.7,65.44,0.216,2.827,32.59,2815.863,7999,4972,-104.2,-4393,7999
"2015-12-12 00:00:00",405,13.38,4.859,-0.585,-0.468,95.9,100.5,8.76,0,0.844,0.844,343.5,63.29,0.237,2.761,25.2,2177.262,7999,7999,-878,-1768,7999
"2015-12-13 00:00:00",406,13.42,2.844,-1.927,-0.829,95.1,101.7,0,0,0.264,0.264,80.4,55.87,0.224,2.303,27.35,2362.803,7999,7999,-453,-3210,7999
"2015-12-14 00:00:00",407,13.38,4.107,1.416,1.203,97.6,101,5.256,0,0.625,0.625,34.42,47.74,0.23,2.623,11.09,958.5293,7999,1250,52.46,-1353,7999
"2015-12-15 00:00:00",408,13.41,3.612,-1.053,-0.528,97.1,99.7,52.71,0,2.737,2.737,46.81,37.54,0.243,2.439,9.26,799.6639,7906,1065,-128,698.7,6014
"2015-12-16 00:00:00",409,13.48,0.714,-1.46,-2.965,95.4,101.2,7.446,0,1.403,1.403,59.47,48.54,0.225,1.939,30.88,2668.196,7999,7999,103.4,-2604,7999
"2015-12-17 00:00:00",410,13.4,3.764,-1.182,0.097,93.4,100,0.146,0,1.195,1.195,172.2,59.35,0.229,1.886,36.33,3138.957,7999,7999,-3689,-7597,7999
"2015-12-18 00:00:00",411,13.46,1.841,-5.723,-4.336,81.5,100.2,0,0,1.451,1.451,259.2,50.08,0.23,1.539,22.52,1945.834,7999,7999,-7999,-6314,-5070
"2015-12-19 00:00:00",412,13.68,-5.373,-9.85,-9.79,73.18,100.8,0,0,1.531,1.531,263.4,44,0.208,0.818,48.48,4188.418,7999,7999,-7999,-7999,-7999
"2015-12-20 00:00:00",413,13.75,-7.905,-13.66,-12,79.41,101.8,0,0,0.969,0.969,249,64.7,0.184,0.376,33.42,2887.231,7999,7999,-7999,-7845,-7999
"2015-12-21 00:00:00",414,13.44,2.331,-8.17,-3.539,74.72,101.2,0,0,0.565,0.565,191.4,54.81,0.167,0.127,55.43,4789.578,7999,7999,-7999,-7999,-7999
"2015-12-22 00:00:00",415,13.51,0.181,-3.728,-4.431,95.3,101,0,0,0.846,0.846,18.73,47.35,0.182,0.2,8.08,698.0919,7999,7999,-475.7,1170,243.8
"2015-12-23 00:00:00",416,13.45,1.416,-4.571,-2.987,92.7,100.8,0,0,0.51,0.51,180.2,50.13,0.188,0.277,22.28,1925.018,7999,7999,-7999,-5248,-1721
"2015-12-24 00:00:00",417,13.35,5.765,0.648,1.772,94.5,99.4,0,0,0.975,0.975,165.7,59.45,0.219,0.358,20.12,1738.485,7999,7999,-5313,-7999,7999
"2015-12-25 00:00:00",418,13.43,2.844,-4.225,-4.198,93.1,100.2,0,0,0.581,0.581,283.5,26.4,0.241,0.571,17.19,1485.159,7999,7999,-11.97,-1161,1165
"2015-12-26 00:00:00",419,13.6,-2.978,-4.008,-5.663,91.5,102.3,0,0,0.524,0.524,264.3,47.54,0.219,0.718,19.01,1642.143,7999,7999,3.171,-821,2599
"2015-12-27 00:00:00",420,13.5,-0.138,-4.636,-3.744,94.9,102.8,5.986,0,0.377,0.377,41.34,45.17,0.212,0.757,4.84,418.2156,5601,7999,-5.473,-3655,-3319
"2015-12-28 00:00:00",421,13.55,-0.563,-8.15,-7.319,92.1,102.8,0,0,0.787,0.787,355.5,41.56,0.211,0.982,7.987,690.108,7999,7999,77.89,-3636,-7999
"2015-12-29 00:00:00",422,13.68,-5.723,-10.81,-9.53,86.2,102.7,0,0,1.108,1.108,75.97,31.1,0.203,0.826,9.84,849.9385,7999,7999,-14.65,-6508,-7999
"2015-12-30 00:00:00",423,13.57,-2.42,-5.723,-6.35,90.3,101.5,0,0,1.134,1.134,41.58,41.83,0.2,0.779,10.01,864.643,7999,7999,34.18,-3039,-7999
"2015-12-31 00:00:00",424,13.57,-2.122,-5.178,-6.651,93.4,101.9,0,0,0.194,0.194,320.5,31.44,0.2,0.85,9.65,833.9771,7999,7999,41.23,-2146,-7999
"2016-01-01 00:00:00",425,13.62,-3.879,-7.905,-7.747,89.2,101.7,0,0,0.697,0.697,258,44.48,0.199,0.844,7.904,682.8681,7999,7999,37.36,-3573,-7194
"2016-01-02 00:00:00",426,13.59,-2.784,-7.928,-8.07,85.4,101.3,0,0,0.852,0.852,250.1,50.4,0.192,0.637,19.85,1715.153,7999,7999,70.14,-6155,-7999
"2016-01-03 00:00:00",427,13.5,0.691,-8.8,-4.94,82.8,100.9,1.606,0,1.182,1.182,272.2,68.34,0.19,0.567,39.69,3429.533,7999,7999,-2139,-7999,7999
"2016-01-04 00:00:00",428,13.6,-3.364,-5.373,-6.297,85.6,101.9,0,0,1.235,1.235,334.5,42.26,0.188,0.527,33.97,2935.136,7999,7999,-4126,-4665,2439
"2016-01-05 00:00:00",429,13.66,-4.853,-12.93,-9.7,76.72,102.9,0.146,0,0.538,0.538,336.6,91.6,0.193,0.577,59.81,5167.958,7999,7999,-7999,-7999,-6649
"2016-01-06 00:00:00",430,13.53,-0.585,-12.39,-6.863,74.3,102.1,1.314,0,1.216,1.216,198.2,38.95,0.192,0.583,68.84,5947.348,7999,7999,-7999,-7999,-7999
"2016-01-07 00:00:00",431,13.49,0.054,-5.831,-3.73,84.4,101.9,0,0,0.321,0.321,211.7,42.12,0.192,0.555,34.25,2958.965,7999,7999,-7999,-7845,-2011
"2016-01-08 00:00:00",432,13.41,3.206,-1.033,-1.566,89.8,101.7,8.76,0,0.368,0.368,178.8,52.29,0.197,0.744,39.22,3388.232,7999,7999,-4674,-5350,7945
"2016-01-09 00:00:00",433,13.41,2.758,0.863,-0.366,95.8,100.9,3.65,0,0.21,0.21,251.8,58.92,0.203,1.193,11.03,953.3015,7999,7999,-100.4,-3127,4806
"2016-01-10 00:00:00",434,13.49,1.012,-8.69,-6.508,92.8,101.1,17.81,0,1.218,1.218,339.1,40.44,0.212,1.232,16.99,1467.927,7999,7999,117.4,-381.5,-1279
"2016-01-11 00:00:00",435,13.79,-8.69,-14.4,-14.32,85.2,101.1,0,0,1.279,1.279,343.3,40.08,0.202,0.756,29.28,2529.647,7999,7999,116.1,-6259,2802
"2016-01-12 00:00:00",436,13.83,-10.28,-21.06,-17.04,82.6,100.9,0,0,0.22,0.22,214.1,51.1,0.195,0.569,27.24,2353.426,7999,7999,-6.416,-7999,-6493
"2016-01-13 00:00:00",437,13.88,-12.62,-18.59,-17.01,83.1,101,0,0,0.953,0.953,301.9,48.14,0.197,0.591,17.24,1489.513,7999,7999,39.51,-7999,-7999
"2016-01-14 00:00:00",438,13.84,-10.91,-21.3,-17.36,82.9,100.9,0,0,0.416,0.416,239.8,47.86,0.197,0.632,18.49,1597.599,7999,7999,-33.4,-7999,-7999
"2016-01-15 00:00:00",439,13.7,-6.446,-12.65,-11.88,85.5,100.5,0,0,0.53,0.53,132.9,61.53,0.197,0.694,15.51,1339.651,7999,7999,1.752,-2899,-7999
"2016-01-16 00:00:00",440,13.55,-1.586,-7.415,-7.055,90.5,100.1,0,0,1.035,1.035,21.91,49.09,0.196,0.911,13.01,1124.408,7999,7999,60.6,-4208,-7999
"2016-01-17 00:00:00",441,13.73,-7.415,-18.61,-14.06,85.5,100.7,0,0,0.913,0.913,288.8,56.59,0.196,1.191,14.42,1245.475,7999,7999,113,-6576,-7999
"2016-01-18 00:00:00",442,13.91,-13.01,-21.95,-19.37,83.1,101.2,0,0,0.536,0.536,270.3,62.16,0.196,1.335,20.94,1809.316,7999,7999,15.66,-7999,-7999
"2016-01-19 00:00:00",443,13.89,-12.6,-18.67,-18.23,84.6,101.8,0,0,0.669,0.669,268.2,43.08,0.194,1.345,18.14,1567.407,7999,7999,12.5,-6960,-7999
"2016-01-20 00:00:00",444,13.72,-6.952,-17.09,-14.74,84.1,102.6,0,0,0.201,0.201,258,51.15,0.193,1.335,16.98,1467.165,7999,7999,37.16,-7999,-7999
"2016-01-21 00:00:00",445,13.68,-5.264,-20.23,-14.25,77.06,102.1,0,0,0.271,0.271,134.6,65.83,0.193,1.336,35.68,3082.508,7999,7999,39.76,-7999,7999
"2016-01-22 00:00:00",446,13.64,-4.808,-8.51,-8.68,89.8,102.4,0,0,0.251,0.251,257.5,47.41,0.192,1.29,6.735,581.9377,6743,7999,8.81,-4605,-7488
"2016-01-23 00:00:00",447,13.65,-5.025,-7.216,-8.58,90.6,102.7,0,0,0.358,0.358,348.8,43,0.191,1.321,8.02,693.2527,7999,7999,20.44,-3702,-7999
"2016-01-24 00:00:00",448,13.5,0.479,-13.49,-6.807,79.69,101.7,5.11,0,0.811,0.811,200.6,51.2,0.192,1.34,38.7,3343.323,7999,7999,-67.66,-7999,-1849
"2016-01-25 00:00:00",449,13.57,-2.612,-5.047,-5.997,91.1,101.1,0,0,0.451,0.451,264.3,40.5,0.192,1.348,9.34,807.2657,7999,7999,14.8,-3324,-7193
"2016-01-26 00:00:00",450,13.52,-0.734,-4.268,-4.744,92.1,100.9,0,0,0.235,0.235,202.1,63.25,0.193,1.356,12.95,1119.213,7999,7999,-11.45,-3960,-7999
"2016-01-27 00:00:00",451,13.56,-1.95,-5.156,-5.409,90.9,101.1,16.06,0,1.052,1.052,335,45.21,0.195,1.359,18.26,1577.634,7999,7999,39.12,-4692,-7999
"2016-01-28 00:00:00",452,13.51,0.373,-11.32,-5.803,86.1,100.7,0.292,0,1.006,1.006,213.5,53.95,0.197,1.358,26.45,2285.156,7999,7999,-197.9,-7999,-6859
