Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Not Appl.
DATE       : 06/10/2015
TIME       : 07:57:53
FILENAME   : Ceradiver.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =Cera-Diver=16
  Status                  =Started =0
  Serial number           =..00-J4845  216.
  Instrument number       =                    
                          =0
  Location                =pcmarshbarom
  Sample period           =M12
  Sample method           =T   
  Number of channels      =2
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Series settings]
  Serial number           =..00-J4845  216.
  Instrument number       =                    
  Location                =pcmarshbarom
  Sample period           =00 00:12:00 0
  Sample method           =T   
  Start date / time       =48:15:08 18/08/15
  End date / time         =48:51:06 06/10/15
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


Date/time,Pressure[cm],Temperature[°C]
2015/08/18 13:51:48,1040.733,31.667
2015/08/18 14:03:48,1040.850,31.500
2015/08/18 14:15:48,1040.850,31.093
2015/08/18 14:27:48,1040.733,30.600
2015/08/18 14:39:48,1040.558,30.163
2015/08/18 14:51:48,1040.383,29.917
2015/08/18 15:03:48,1040.325,30.040
2015/08/18 15:15:48,1040.150,30.287
2015/08/18 15:27:48,1040.325,30.330
2015/08/18 15:39:48,1040.325,30.207
2015/08/18 15:51:48,1040.150,30.060
2015/08/18 16:03:48,1040.150,29.903
2015/08/18 16:15:48,1040.150,29.737
2015/08/18 16:27:48,1040.150,29.550
2015/08/18 16:39:48,1040.150,29.313
2015/08/18 16:51:48,1040.150,29.083
2015/08/18 17:03:48,1039.975,28.833
2015/08/18 17:15:48,1039.975,28.593
2015/08/18 17:27:48,1039.975,28.410
2015/08/18 17:39:48,1039.800,28.243
2015/08/18 17:51:48,1039.800,28.093
2015/08/18 18:03:48,1039.625,27.987
2015/08/18 18:15:48,1040.150,27.843
2015/08/18 18:27:48,1040.150,27.570
2015/08/18 18:39:48,1040.150,27.243
2015/08/18 18:51:48,1040.267,26.897
2015/08/18 19:03:48,1040.442,26.563
2015/08/18 19:15:48,1040.383,26.250
2015/08/18 19:27:48,1040.558,25.897
2015/08/18 19:39:48,1040.617,25.530
2015/08/18 19:51:48,1040.792,25.170
2015/08/18 20:03:48,1040.792,24.813
2015/08/18 20:15:48,1040.792,24.493
2015/08/18 20:27:48,1040.850,24.197
2015/08/18 20:39:48,1040.792,23.927
2015/08/18 20:51:48,1040.967,23.683
2015/08/18 21:03:48,1041.025,23.460
2015/08/18 21:15:48,1040.850,23.260
2015/08/18 21:27:48,1040.792,23.087
2015/08/18 21:39:48,1041.025,22.953
2015/08/18 21:51:48,1041.200,22.850
2015/08/18 22:03:48,1041.200,22.767
2015/08/18 22:15:48,1041.375,22.683
2015/08/18 22:27:48,1041.200,22.620
2015/08/18 22:39:48,1041.550,22.543
2015/08/18 22:51:48,1041.550,22.460
2015/08/18 23:03:48,1041.025,22.357
2015/08/18 23:15:48,1041.550,22.273
2015/08/18 23:27:48,1041.550,22.237
2015/08/18 23:39:48,1041.375,22.203
2015/08/18 23:51:48,1041.783,22.210
2015/08/19 00:03:48,1041.900,22.260
2015/08/19 00:15:48,1041.783,22.577
2015/08/19 00:27:48,1041.783,23.100
2015/08/19 00:39:48,1041.725,23.543
2015/08/19 00:51:48,1041.375,23.877
2015/08/19 01:03:48,1041.200,24.087
2015/08/19 01:15:48,1041.200,24.190
2015/08/19 01:27:48,1040.967,24.230
2015/08/19 01:39:48,1041.375,24.253
2015/08/19 01:51:48,1041.200,24.250
2015/08/19 02:03:48,1041.200,24.197
2015/08/19 02:15:48,1040.967,24.127
2015/08/19 02:27:48,1041.200,24.093
2015/08/19 02:39:48,1041.025,24.017
2015/08/19 02:51:48,1040.967,23.920
2015/08/19 03:03:48,1040.617,23.833
2015/08/19 03:15:48,1040.850,23.750
2015/08/19 03:27:48,1040.792,23.677
2015/08/19 03:39:48,1040.442,23.620
2015/08/19 03:51:48,1040.617,23.557
2015/08/19 04:03:48,1040.442,23.487
2015/08/19 04:15:48,1040.617,23.363
2015/08/19 04:27:48,1040.617,23.250
2015/08/19 04:39:48,1040.617,23.127
2015/08/19 04:51:48,1040.617,22.973
2015/08/19 05:03:48,1041.025,22.807
2015/08/19 05:15:48,1041.200,22.627
2015/08/19 05:27:48,1041.025,22.480
2015/08/19 05:39:48,1041.375,22.397
2015/08/19 05:51:48,1041.025,22.357
2015/08/19 06:03:48,1040.967,22.390
2015/08/19 06:15:48,1041.200,22.530
2015/08/19 06:27:48,1041.375,22.837
2015/08/19 06:39:48,1041.375,23.183
2015/08/19 06:51:48,1041.550,23.523
2015/08/19 07:03:48,1041.550,23.897
2015/08/19 07:15:48,1041.375,24.337
2015/08/19 07:27:48,1041.725,24.933
2015/08/19 07:39:48,1041.725,25.420
2015/08/19 07:51:48,1041.492,25.800
2015/08/19 08:03:48,1041.492,26.327
2015/08/19 08:15:48,1041.725,26.837
2015/08/19 08:27:48,1041.667,27.140
2015/08/19 08:39:48,1041.667,27.327
2015/08/19 08:51:48,1041.667,27.583
2015/08/19 09:03:48,1041.667,27.883
2015/08/19 09:15:48,1041.433,28.397
2015/08/19 09:27:48,1041.258,29.120
2015/08/19 09:39:48,1041.433,29.723
2015/08/19 09:51:48,1041.667,30.170
2015/08/19 10:03:48,1041.433,30.700
2015/08/19 10:15:48,1041.608,31.167
2015/08/19 10:27:48,1041.608,31.567
2015/08/19 10:39:48,1041.667,31.683
2015/08/19 10:51:48,1041.433,31.900
2015/08/19 11:03:48,1041.258,32.250
2015/08/19 11:15:48,1041.608,32.453
2015/08/19 11:27:48,1041.258,32.657
2015/08/19 11:39:48,1041.433,32.907
2015/08/19 11:51:48,1041.608,33.110
2015/08/19 12:03:48,1041.433,33.257
