Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Not Appl.
DATE       : 06/10/2015
TIME       : 07:57:53
FILENAME   : Ceradiver.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =Cera-Diver=16
  Status                  =Started =0
  Serial number           =..00-J4845  216.
  Instrument number       =                    
                          =0
  Location                =pcmarshbarom
  Sample period           =M12
  Sample method           =T   
  Number of channels      =2
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Series settings]
  Serial number           =..00-J4845  216.
  Instrument number       =                    
  Location                =pcmarshbarom
  Sample period           =00 00:12:00 0
  Sample method           =T   
  Start date / time       =48:15:08 18/08/15
  End date / time         =48:51:06 06/10/15
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =0         m
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


Date/time,Pressure[cm],Temperature[°C]
2015/08/29 16:03:48,1046.508,29.410
2015/08/29 16:15:48,1046.450,29.243
2015/08/29 16:27:48,1046.333,28.837
2015/08/29 16:39:48,1046.333,28.403
2015/08/29 16:51:48,1045.983,28.127
2015/08/29 17:03:48,1046.333,27.910
2015/08/29 17:15:48,1045.925,27.493
2015/08/29 17:27:48,1045.808,27.003
2015/08/29 17:39:48,1045.808,26.510
2015/08/29 17:51:48,1045.400,26.030
2015/08/29 18:03:48,1045.808,25.543
2015/08/29 18:15:48,1045.283,25.063
2015/08/29 18:27:48,1045.925,24.600
2015/08/29 18:39:48,1045.458,24.190
2015/08/29 18:51:48,1045.633,23.843
2015/08/29 19:03:48,1045.633,23.563
2015/08/29 19:15:48,1045.633,23.327
2015/08/29 19:27:48,1045.458,23.120
2015/08/29 19:39:48,1045.808,22.973
2015/08/29 19:51:48,1045.867,22.857
2015/08/29 20:03:48,1045.808,22.760
2015/08/29 20:15:48,1045.867,22.660
2015/08/29 20:27:48,1045.983,22.557
2015/08/29 20:39:48,1046.042,22.480
2015/08/29 20:51:48,1046.217,22.403
2015/08/29 21:03:48,1045.983,22.320
2015/08/29 21:15:48,1046.042,22.230
2015/08/29 21:27:48,1046.392,22.120
2015/08/29 21:39:48,1046.275,22.017
2015/08/29 21:51:48,1046.042,21.917
2015/08/29 22:03:48,1046.042,21.800
2015/08/29 22:15:48,1046.042,21.653
2015/08/29 22:27:48,1045.692,21.537
2015/08/29 22:39:48,1046.042,21.467
2015/08/29 22:51:48,1046.042,21.357
2015/08/29 23:03:48,1045.867,21.250
2015/08/29 23:15:48,1046.042,21.147
2015/08/29 23:27:48,1046.042,21.023
2015/08/29 23:39:48,1046.450,20.897
2015/08/29 23:51:48,1046.042,20.703
2015/08/30 00:03:48,1046.042,20.420
2015/08/30 00:15:48,1045.867,20.127
2015/08/30 00:27:48,1045.692,19.810
2015/08/30 00:39:48,1045.692,19.490
2015/08/30 00:51:48,1045.458,19.207
2015/08/30 01:03:48,1044.933,18.933
2015/08/30 01:15:48,1045.167,18.713
2015/08/30 01:27:48,1044.992,18.503
2015/08/30 01:39:48,1044.933,18.323
2015/08/30 01:51:48,1044.992,18.163
2015/08/30 02:03:48,1044.817,18.037
2015/08/30 02:15:48,1045.167,17.870
2015/08/30 02:27:48,1044.992,17.707
2015/08/30 02:39:48,1044.992,17.527
2015/08/30 02:51:48,1044.583,17.353
2015/08/30 03:03:48,1044.583,17.200
2015/08/30 03:15:48,1044.933,17.083
2015/08/30 03:27:48,1044.817,17.003
2015/08/30 03:39:48,1044.817,16.897
2015/08/30 03:51:48,1044.583,16.783
2015/08/30 04:03:48,1044.817,16.703
2015/08/30 04:15:48,1044.817,16.590
2015/08/30 04:27:48,1044.817,16.477
2015/08/30 04:39:48,1044.992,16.347
2015/08/30 04:51:48,1044.817,16.287
2015/08/30 05:03:48,1044.992,16.240
2015/08/30 05:15:48,1045.167,16.160
2015/08/30 05:27:48,1045.400,16.047
2015/08/30 05:39:48,1045.517,15.980
2015/08/30 05:51:48,1045.575,15.967
2015/08/30 06:03:48,1045.575,16.020
2015/08/30 06:15:48,1045.750,16.120
2015/08/30 06:27:48,1045.925,16.393
2015/08/30 06:39:48,1046.100,16.777
2015/08/30 06:51:48,1045.925,17.287
2015/08/30 07:03:48,1045.925,17.957
2015/08/30 07:15:48,1046.042,18.827
2015/08/30 07:27:48,1046.450,19.463
2015/08/30 07:39:48,1046.275,20.133
2015/08/30 07:51:48,1046.450,21.127
2015/08/30 08:03:48,1046.567,22.320
2015/08/30 08:15:48,1046.567,23.197
2015/08/30 08:27:48,1046.217,23.793
2015/08/30 08:39:48,1046.333,24.333
2015/08/30 08:51:48,1046.392,24.833
2015/08/30 09:03:48,1045.983,25.343
2015/08/30 09:15:48,1046.508,26.010
2015/08/30 09:27:48,1046.333,26.570
2015/08/30 09:39:48,1046.508,27.160
2015/08/30 09:51:48,1046.158,27.793
2015/08/30 10:03:48,1046.275,28.397
2015/08/30 10:15:48,1046.100,28.890
2015/08/30 10:27:48,1046.333,29.153
2015/08/30 10:39:48,1046.275,29.473
2015/08/30 10:51:48,1046.508,29.767
2015/08/30 11:03:48,1046.275,30.047
2015/08/30 11:15:48,1046.275,30.467
2015/08/30 11:27:48,1046.100,30.853
2015/08/30 11:39:48,1046.100,31.217
2015/08/30 11:51:48,1046.275,31.443
2015/08/30 12:03:48,1045.750,31.507
2015/08/30 12:15:48,1045.575,31.327
2015/08/30 12:27:48,1045.925,31.260
2015/08/30 12:39:48,1045.517,31.670
2015/08/30 12:51:48,1045.575,32.150
2015/08/30 13:03:48,1045.342,32.557
2015/08/30 13:15:48,1045.167,32.907
2015/08/30 13:27:48,1045.167,33.203
2015/08/30 13:39:48,1044.758,33.407
2015/08/30 13:51:48,1044.817,33.510
2015/08/30 14:03:48,1044.583,33.650
2015/08/30 14:15:48,1044.758,33.577
2015/08/30 14:27:48,1044.642,33.393
2015/08/30 14:39:48,1044.583,33.430
2015/08/30 14:51:48,1044.350,33.123
2015/08/30 15:03:48,1044.408,32.710
2015/08/30 15:15:48,1044.233,32.383
2015/08/30 15:27:48,1044.408,31.973
2015/08/30 15:39:48,1044.408,31.653
2015/08/30 15:51:48,1044.233,31.283
2015/08/30 16:03:48,1044.583,30.957
2015/08/30 16:15:48,1044.642,30.473
2015/08/30 16:27:48,1044.642,29.993
2015/08/30 16:39:48,1044.817,29.557
2015/08/30 16:51:48,1044.817,29.167
2015/08/30 17:03:48,1044.817,28.737
2015/08/30 17:15:48,1044.817,28.363
2015/08/30 17:27:48,1044.642,27.993
2015/08/30 17:39:48,1044.642,27.627
2015/08/30 17:51:48,1044.817,27.260
2015/08/30 18:03:48,1044.817,26.917
2015/08/30 18:15:48,1045.050,26.587
2015/08/30 18:27:48,1044.875,26.253
2015/08/30 18:39:48,1044.875,25.927
2015/08/30 18:51:48,1045.050,25.633
2015/08/30 19:03:48,1044.875,25.383
2015/08/30 19:15:48,1045.283,25.170
2015/08/30 19:27:48,1045.050,24.927
2015/08/30 19:39:48,1045.108,24.703
2015/08/30 19:51:48,1045.108,24.500
2015/08/30 20:03:48,1045.283,24.350
2015/08/30 20:15:48,1045.108,24.250
2015/08/30 20:27:48,1045.225,24.177
2015/08/30 20:39:48,1044.875,24.127
2015/08/30 20:51:48,1045.108,24.057
2015/08/30 21:03:48,1044.875,23.947
2015/08/30 21:15:48,1044.875,23.883
2015/08/30 21:27:48,1044.700,23.903
2015/08/30 21:39:48,1044.700,23.960
2015/08/30 21:51:48,1044.933,23.973
2015/08/30 22:03:48,1044.758,24.070
2015/08/30 22:15:48,1045.108,24.120
2015/08/30 22:27:48,1044.758,23.973
2015/08/30 22:39:48,1044.875,23.737
2015/08/30 22:51:48,1045.108,23.480
2015/08/30 23:03:48,1045.108,23.237
2015/08/30 23:15:48,1044.875,23.017
2015/08/30 23:27:48,1044.933,22.827
2015/08/30 23:39:48,1044.933,22.660
2015/08/30 23:51:48,1045.108,22.670
2015/08/31 00:03:48,1044.933,22.827
2015/08/31 00:15:48,1044.933,23.003
2015/08/31 00:27:48,1044.758,23.140
2015/08/31 00:39:48,1044.525,23.217
2015/08/31 00:51:48,1044.525,23.280
2015/08/31 01:03:48,1044.525,23.333
2015/08/31 01:15:48,1044.525,23.343
2015/08/31 01:27:48,1044.700,23.333
2015/08/31 01:39:48,1044.525,23.333
2015/08/31 01:51:48,1044.525,23.357
2015/08/31 02:03:48,1044.350,23.390
2015/08/31 02:15:48,1044.350,23.433
2015/08/31 02:27:48,1044.175,23.487
2015/08/31 02:39:48,1044.350,23.530
2015/08/31 02:51:48,1044.175,23.557
2015/08/31 03:03:48,1044.350,23.570
2015/08/31 03:15:48,1043.942,23.563
2015/08/31 03:27:48,1044.292,23.517
2015/08/31 03:39:48,1044.525,23.467
2015/08/31 03:51:48,1044.175,23.390
2015/08/31 04:03:48,1044.175,23.307
2015/08/31 04:15:48,1044.350,23.237
2015/08/31 04:27:48,1044.000,23.167
2015/08/31 04:39:48,1044.292,23.147
2015/08/31 04:51:48,1044.525,23.160
2015/08/31 05:03:48,1044.525,23.190
2015/08/31 05:15:48,1044.350,23.183
2015/08/31 05:27:48,1044.350,23.140
2015/08/31 05:39:48,1044.758,23.100
2015/08/31 05:51:48,1044.525,23.100
2015/08/31 06:03:48,1044.758,23.127
2015/08/31 06:15:48,1044.525,23.120
2015/08/31 06:27:48,1044.525,23.113
2015/08/31 06:39:48,1044.700,23.183
2015/08/31 06:51:48,1044.700,23.300
2015/08/31 07:03:48,1044.525,23.447
2015/08/31 07:15:48,1044.700,23.667
2015/08/31 07:27:48,1044.525,23.863
2015/08/31 07:39:48,1044.700,24.030
2015/08/31 07:51:48,1044.875,24.223
2015/08/31 08:03:48,1044.875,24.397
2015/08/31 08:15:48,1044.700,24.750
2015/08/31 08:27:48,1044.875,25.203
2015/08/31 08:39:48,1045.050,25.730
2015/08/31 08:51:48,1045.108,26.210
2015/08/31 09:03:48,1045.050,26.600
2015/08/31 09:15:48,1045.225,26.927
2015/08/31 09:27:48,1045.575,27.287
2015/08/31 09:39:48,1045.400,27.690
2015/08/31 09:51:48,1045.225,27.890
2015/08/31 10:03:48,1045.225,27.820
2015/08/31 10:15:48,1045.225,27.670
2015/08/31 10:27:48,1045.400,27.537
2015/08/31 10:39:48,1045.400,27.153
2015/08/31 10:51:48,1045.225,27.357
2015/08/31 11:03:48,1045.225,27.760
2015/08/31 11:15:48,1045.225,27.487
2015/08/31 11:27:48,1045.050,27.337
2015/08/31 11:39:48,1045.225,27.160
2015/08/31 11:51:48,1045.050,26.723
2015/08/31 12:03:48,1044.817,27.197
2015/08/31 12:15:48,1044.117,27.820
2015/08/31 12:27:48,1044.292,28.217
2015/08/31 12:39:48,1044.642,28.557
2015/08/31 12:51:48,1044.467,28.753
2015/08/31 13:03:48,1044.467,28.960
2015/08/31 13:15:48,1044.292,29.417
2015/08/31 13:27:48,1044.233,29.613
2015/08/31 13:39:48,1044.058,29.370
2015/08/31 13:51:48,1044.117,29.133
2015/08/31 14:03:48,1044.117,28.833
2015/08/31 14:15:48,1044.233,28.557
2015/08/31 14:27:48,1044.292,28.453
2015/08/31 14:39:48,1044.117,28.420
2015/08/31 14:51:48,1044.233,28.487
2015/08/31 15:03:48,1044.058,28.723
2015/08/31 15:15:48,1044.117,29.057
2015/08/31 15:27:48,1043.883,29.177
2015/08/31 15:39:48,1043.883,29.170
2015/08/31 15:51:48,1043.883,29.447
2015/08/31 16:03:48,1044.058,29.710
2015/08/31 16:15:48,1044.058,29.910
2015/08/31 16:27:48,1043.708,29.920
2015/08/31 16:39:48,1043.708,30.003
2015/08/31 16:51:48,1043.883,29.403
2015/08/31 17:03:48,1043.883,28.683
2015/08/31 17:15:48,1043.767,28.100
2015/08/31 17:27:48,1044.117,27.653
2015/08/31 17:39:48,1043.767,27.363
2015/08/31 17:51:48,1043.358,27.057
2015/08/31 18:03:48,1043.533,26.730
2015/08/31 18:15:48,1043.708,26.530
2015/08/31 18:27:48,1043.767,26.140
2015/08/31 18:39:48,1043.358,25.640
2015/08/31 18:51:48,1043.767,25.120
2015/08/31 19:03:48,1043.767,24.627
2015/08/31 19:15:48,1043.417,24.183
2015/08/31 19:27:48,1043.592,23.827
2015/08/31 19:39:48,1043.592,23.570
2015/08/31 19:51:48,1043.825,23.273
2015/08/31 20:03:48,1043.825,22.933
2015/08/31 20:15:48,1044.000,22.593
2015/08/31 20:27:48,1043.942,22.300
2015/08/31 20:39:48,1043.825,22.030
2015/08/31 20:51:48,1044.175,21.760
2015/08/31 21:03:48,1044.000,21.517
2015/08/31 21:15:48,1043.942,21.383
2015/08/31 21:27:48,1043.825,21.307
2015/08/31 21:39:48,1043.825,21.210
2015/08/31 21:51:48,1044.175,21.043
2015/08/31 22:03:48,1043.650,20.890
2015/08/31 22:15:48,1043.417,20.780
2015/08/31 22:27:48,1043.300,20.813
2015/08/31 22:39:48,1043.650,21.087
2015/08/31 22:51:48,1043.417,21.433
2015/08/31 23:03:48,1043.475,21.697
2015/08/31 23:15:48,1043.650,21.863
2015/08/31 23:27:48,1043.650,21.850
2015/08/31 23:39:48,1043.650,21.697
2015/08/31 23:51:48,1043.767,21.633
2015/09/01 00:03:48,1043.417,21.640
2015/09/01 00:15:48,1043.242,21.683
2015/09/01 00:27:48,1043.242,21.800
2015/09/01 00:39:48,1043.067,21.973
2015/09/01 00:51:48,1043.067,22.093
2015/09/01 01:03:48,1043.242,22.107
2015/09/01 01:15:48,1042.892,22.120
2015/09/01 01:27:48,1042.833,22.010
2015/09/01 01:39:48,1042.892,21.793
2015/09/01 01:51:48,1042.717,21.593
2015/09/01 02:03:48,1042.542,21.350
2015/09/01 02:15:48,1042.717,21.087
2015/09/01 02:27:48,1042.367,20.903
2015/09/01 02:39:48,1042.483,20.697
2015/09/01 02:51:48,1042.308,20.530
2015/09/01 03:03:48,1042.133,20.327
2015/09/01 03:15:48,1042.192,20.140
2015/09/01 03:27:48,1041.958,20.093
2015/09/01 03:39:48,1042.192,20.077
2015/09/01 03:51:48,1041.783,20.000
2015/09/01 04:03:48,1041.958,19.923
2015/09/01 04:15:48,1042.367,19.863
2015/09/01 04:27:48,1042.192,19.897
2015/09/01 04:39:48,1042.192,19.957
2015/09/01 04:51:48,1042.367,20.010
2015/09/01 05:03:48,1042.367,20.070
2015/09/01 05:15:48,1042.717,20.190
2015/09/01 05:27:48,1042.483,20.273
2015/09/01 05:39:48,1042.542,20.383
2015/09/01 05:51:48,1042.483,20.487
2015/09/01 06:03:48,1042.717,20.577
2015/09/01 06:15:48,1043.008,20.670
2015/09/01 06:27:48,1042.717,20.843
2015/09/01 06:39:48,1043.067,21.043
2015/09/01 06:51:48,1043.067,21.447
2015/09/01 07:03:48,1043.067,22.210
2015/09/01 07:15:48,1043.008,23.023
2015/09/01 07:27:48,1043.183,23.730
2015/09/01 07:39:48,1043.183,24.433
2015/09/01 07:51:48,1042.833,24.870
2015/09/01 08:03:48,1043.242,25.177
2015/09/01 08:15:48,1043.183,25.467
2015/09/01 08:27:48,1043.183,25.793
2015/09/01 08:39:48,1043.533,26.113
2015/09/01 08:51:48,1043.533,26.453
2015/09/01 09:03:48,1043.708,26.767
2015/09/01 09:15:48,1043.708,27.447
2015/09/01 09:27:48,1043.708,28.093
2015/09/01 09:39:48,1044.058,28.723
2015/09/01 09:51:48,1044.117,29.023
2015/09/01 10:03:48,1044.058,29.473
2015/09/01 10:15:48,1043.825,30.117
2015/09/01 10:27:48,1043.475,30.473
2015/09/01 10:39:48,1043.708,30.767
2015/09/01 10:51:48,1043.475,31.057
2015/09/01 11:03:48,1043.475,31.307
2015/09/01 11:15:48,1043.475,31.507
2015/09/01 11:27:48,1043.475,31.640
2015/09/01 11:39:48,1043.300,31.943
2015/09/01 11:51:48,1043.125,32.187
2015/09/01 12:03:48,1042.892,32.273
2015/09/01 12:15:48,1042.892,32.410
2015/09/01 12:27:48,1042.892,32.537
2015/09/01 12:39:48,1042.892,32.533
2015/09/01 12:51:48,1042.542,32.697
2015/09/01 13:03:48,1042.717,32.577
2015/09/01 13:15:48,1042.542,32.447
2015/09/01 13:27:48,1042.542,32.520
2015/09/01 13:39:48,1042.367,32.773
2015/09/01 13:51:48,1041.958,33.097
2015/09/01 14:03:48,1041.958,33.540
2015/09/01 14:15:48,1041.783,33.927
2015/09/01 14:27:48,1041.783,34.260
2015/09/01 14:39:48,1041.550,34.223
2015/09/01 14:51:48,1041.783,33.903
2015/09/01 15:03:48,1041.608,33.257
2015/09/01 15:15:48,1041.783,32.630
2015/09/01 15:27:48,1041.258,32.737
2015/09/01 15:39:48,1041.433,32.957
2015/09/01 15:51:48,1041.433,33.173
2015/09/01 16:03:48,1041.433,33.490
2015/09/01 16:15:48,1041.608,33.700
2015/09/01 16:27:48,1041.608,33.570
2015/09/01 16:39:48,1041.783,33.227
2015/09/01 16:51:48,1041.667,32.957
2015/09/01 17:03:48,1041.783,32.687
2015/09/01 17:15:48,1041.842,32.347
2015/09/01 17:27:48,1041.842,32.010
2015/09/01 17:39:48,1041.842,31.590
2015/09/01 17:51:48,1041.667,31.130
2015/09/01 18:03:48,1041.667,30.563
2015/09/01 18:15:48,1041.842,29.920
2015/09/01 18:27:48,1041.842,29.183
2015/09/01 18:39:48,1042.192,28.397
2015/09/01 18:51:48,1042.250,27.620
2015/09/01 19:03:48,1042.425,26.920
2015/09/01 19:15:48,1042.425,26.300
2015/09/01 19:27:48,1042.833,25.737
2015/09/01 19:39:48,1042.658,25.250
2015/09/01 19:51:48,1042.658,24.787
2015/09/01 20:03:48,1042.833,24.357
2015/09/01 20:15:48,1042.658,23.960
2015/09/01 20:27:48,1043.008,23.570
2015/09/01 20:39:48,1042.833,23.237
2015/09/01 20:51:48,1042.658,22.920
2015/09/01 21:03:48,1042.892,22.620
2015/09/01 21:15:48,1043.067,22.370
2015/09/01 21:27:48,1042.892,22.140
2015/09/01 21:39:48,1042.717,21.903
2015/09/01 21:51:48,1042.892,21.743
2015/09/01 22:03:48,1042.717,21.517
2015/09/01 22:15:48,1042.717,21.333
2015/09/01 22:27:48,1042.892,21.183
2015/09/01 22:39:48,1042.892,20.987
2015/09/01 22:51:48,1043.067,20.883
2015/09/01 23:03:48,1042.950,20.827
2015/09/01 23:15:48,1042.892,20.760
2015/09/01 23:27:48,1042.892,20.753
2015/09/01 23:39:48,1042.892,21.083
2015/09/01 23:51:48,1042.542,21.350
2015/09/02 00:03:48,1042.483,21.563
2015/09/02 00:15:48,1042.717,21.703
2015/09/02 00:27:48,1042.717,21.627
2015/09/02 00:39:48,1042.892,21.467
2015/09/02 00:51:48,1042.542,21.350
2015/09/02 01:03:48,1042.483,21.313
2015/09/02 01:15:48,1042.658,21.287
2015/09/02 01:27:48,1042.483,21.253
2015/09/02 01:39:48,1042.192,21.093
2015/09/02 01:51:48,1042.308,21.030
2015/09/02 02:03:48,1042.133,21.113
2015/09/02 02:15:48,1042.192,21.153
2015/09/02 02:27:48,1042.192,21.120
2015/09/02 02:39:48,1041.783,21.063
2015/09/02 02:51:48,1042.192,20.940
2015/09/02 03:03:48,1041.958,20.890
2015/09/02 03:15:48,1042.308,20.917
2015/09/02 03:27:48,1042.192,20.960
2015/09/02 03:39:48,1042.192,20.897
2015/09/02 03:51:48,1042.133,20.883
2015/09/02 04:03:48,1042.133,20.833
2015/09/02 04:15:48,1042.133,20.753
2015/09/02 04:27:48,1041.958,20.743
2015/09/02 04:39:48,1042.308,20.780
2015/09/02 04:51:48,1042.133,20.767
2015/09/02 05:03:48,1042.308,20.753
2015/09/02 05:15:48,1042.133,20.793
2015/09/02 05:27:48,1042.308,20.857
2015/09/02 05:39:48,1042.133,20.857
2015/09/02 05:51:48,1042.483,20.857
2015/09/02 06:03:48,1042.717,20.933
2015/09/02 06:15:48,1042.542,21.000
2015/09/02 06:27:48,1042.717,21.010
2015/09/02 06:39:48,1042.717,21.087
2015/09/02 06:51:48,1042.542,21.363
2015/09/02 07:03:48,1042.717,21.947
2015/09/02 07:15:48,1042.542,22.537
2015/09/02 07:27:48,1042.542,22.993
2015/09/02 07:39:48,1042.658,23.420
2015/09/02 07:51:48,1042.658,23.843
2015/09/02 08:03:48,1042.658,24.260
2015/09/02 08:15:48,1042.308,24.903
2015/09/02 08:27:48,1042.250,25.670
2015/09/02 08:39:48,1041.900,26.267
2015/09/02 08:51:48,1042.250,26.833
2015/09/02 09:03:48,1042.017,27.350
2015/09/02 09:15:48,1041.842,27.910
2015/09/02 09:27:48,1041.842,28.500
2015/09/02 09:39:48,1042.017,29.057
2015/09/02 09:51:48,1042.017,29.607
2015/09/02 10:03:48,1042.017,30.153
2015/09/02 10:15:48,1041.842,30.657
2015/09/02 10:27:48,1042.017,30.983
2015/09/02 10:39:48,1041.958,31.150
2015/09/02 10:51:48,1041.608,31.333
2015/09/02 11:03:48,1041.667,31.743
2015/09/02 11:15:48,1041.433,32.040
2015/09/02 11:27:48,1041.433,32.460
2015/09/02 11:39:48,1041.258,32.730
2015/09/02 11:51:48,1041.025,32.820
2015/09/02 12:03:48,1041.025,32.933
2015/09/02 12:15:48,1041.025,33.067
2015/09/02 12:27:48,1040.500,33.350
2015/09/02 12:39:48,1040.500,33.467
2015/09/02 12:51:48,1040.442,33.853
2015/09/02 13:03:48,1040.325,34.157
2015/09/02 13:15:48,1040.850,34.283
2015/09/02 13:27:48,1040.092,34.363
2015/09/02 13:39:48,1040.092,34.163
2015/09/02 13:51:48,1039.917,33.677
2015/09/02 14:03:48,1039.567,33.270
2015/09/02 14:15:48,1039.742,32.950
2015/09/02 14:27:48,1040.092,32.730
2015/09/02 14:39:48,1039.742,32.470
2015/09/02 14:51:48,1039.742,32.113
2015/09/02 15:03:48,1039.742,31.707
2015/09/02 15:15:48,1039.567,31.283
2015/09/02 15:27:48,1039.392,30.883
2015/09/02 15:39:48,1039.392,30.497
2015/09/02 15:51:48,1039.217,30.133
2015/09/02 16:03:48,1038.867,29.793
2015/09/02 16:15:48,1039.392,29.510
2015/09/02 16:27:48,1039.042,29.287
2015/09/02 16:39:48,1039.042,29.120
2015/09/02 16:51:48,1038.867,28.980
2015/09/02 17:03:48,1039.042,28.820
2015/09/02 17:15:48,1039.275,28.660
2015/09/02 17:27:48,1039.217,28.543
2015/09/02 17:39:48,1038.808,28.503
2015/09/02 17:51:48,1038.867,28.570
2015/09/02 18:03:48,1038.867,28.440
2015/09/02 18:15:48,1039.042,28.167
2015/09/02 18:27:48,1038.867,27.813
2015/09/02 18:39:48,1039.042,27.433
2015/09/02 18:51:48,1038.750,27.083
2015/09/02 19:03:48,1038.517,26.750
2015/09/02 19:15:48,1038.517,26.420
2015/09/02 19:27:48,1038.517,26.113
2015/09/02 19:39:48,1038.750,25.850
2015/09/02 19:51:48,1038.925,25.640
2015/09/02 20:03:48,1038.925,25.460
2015/09/02 20:15:48,1038.575,25.307
2015/09/02 20:27:48,1038.925,25.147
2015/09/02 20:39:48,1038.925,24.967
2015/09/02 20:51:48,1038.517,24.820
2015/09/02 21:03:48,1038.575,24.703
2015/09/02 21:15:48,1038.925,24.607
2015/09/02 21:27:48,1039.100,24.563
2015/09/02 21:39:48,1039.100,24.530
2015/09/02 21:51:48,1039.100,24.493
2015/09/02 22:03:48,1038.925,24.467
2015/09/02 22:15:48,1038.925,24.417
2015/09/02 22:27:48,1038.750,24.313
2015/09/02 22:39:48,1038.808,24.210
2015/09/02 22:51:48,1038.925,24.147
2015/09/02 23:03:48,1038.925,24.093
2015/09/02 23:15:48,1038.983,24.050
2015/09/02 23:27:48,1038.983,24.017
2015/09/02 23:39:48,1038.925,23.993
2015/09/02 23:51:48,1038.925,23.967
2015/09/03 00:03:48,1038.808,23.917
2015/09/03 00:15:48,1038.925,23.843
2015/09/03 00:27:48,1038.808,23.750
2015/09/03 00:39:48,1038.808,23.647
2015/09/03 00:51:48,1038.167,23.570
2015/09/03 01:03:48,1038.225,23.500
2015/09/03 01:15:48,1038.167,23.397
2015/09/03 01:27:48,1038.167,23.280
2015/09/03 01:39:48,1037.992,23.217
2015/09/03 01:51:48,1038.167,23.170
2015/09/03 02:03:48,1038.167,23.120
2015/09/03 02:15:48,1038.050,23.063
2015/09/03 02:27:48,1037.992,22.973
2015/09/03 02:39:48,1037.875,22.897
2015/09/03 02:51:48,1037.817,22.820
2015/09/03 03:03:48,1037.642,22.730
2015/09/03 03:15:48,1037.817,22.627
2015/09/03 03:27:48,1037.875,22.563
2015/09/03 03:39:48,1037.817,22.517
2015/09/03 03:51:48,1037.642,22.467
2015/09/03 04:03:48,1037.875,22.377
2015/09/03 04:15:48,1037.467,22.307
2015/09/03 04:27:48,1037.467,22.223
2015/09/03 04:39:48,1037.642,22.113
2015/09/03 04:51:48,1037.292,22.000
2015/09/03 05:03:48,1037.525,21.850
2015/09/03 05:15:48,1037.467,21.730
2015/09/03 05:27:48,1037.875,21.647
2015/09/03 05:39:48,1037.525,21.550
2015/09/03 05:51:48,1037.875,21.503
2015/09/03 06:03:48,1038.050,21.530
2015/09/03 06:15:48,1038.050,21.660
2015/09/03 06:27:48,1038.050,21.833
2015/09/03 06:39:48,1038.050,22.070
2015/09/03 06:51:48,1037.992,22.390
2015/09/03 07:03:48,1037.875,22.813
2015/09/03 07:15:48,1037.642,23.287
2015/09/03 07:27:48,1037.817,23.753
2015/09/03 07:39:48,1038.167,24.190
2015/09/03 07:51:48,1038.342,24.627
2015/09/03 08:03:48,1037.817,25.037
2015/09/03 08:15:48,1037.992,25.390
2015/09/03 08:27:48,1037.817,25.760
2015/09/03 08:39:48,1037.992,26.120
2015/09/03 08:51:48,1038.108,26.557
2015/09/03 09:03:48,1037.817,26.940
2015/09/03 09:15:48,1038.108,27.383
2015/09/03 09:27:48,1037.817,27.750
2015/09/03 09:39:48,1037.817,28.100
2015/09/03 09:51:48,1037.933,28.593
2015/09/03 10:03:48,1037.758,29.037
2015/09/03 10:15:48,1037.875,29.440
2015/09/03 10:27:48,1037.933,29.910
2015/09/03 10:39:48,1037.700,30.367
2015/09/03 10:51:48,1037.700,30.753
2015/09/03 11:03:48,1037.700,31.167
2015/09/03 11:15:48,1037.525,31.543
2015/09/03 11:27:48,1037.175,31.887
2015/09/03 11:39:48,1037.350,32.293
2015/09/03 11:51:48,1037.292,32.643
2015/09/03 12:03:48,1037.467,33.053
2015/09/03 12:15:48,1037.117,33.423
2015/09/03 12:27:48,1037.292,33.793
2015/09/03 12:39:48,1036.942,34.173
2015/09/03 12:51:48,1036.883,34.507
2015/09/03 13:03:48,1036.767,34.593
2015/09/03 13:15:48,1036.592,34.557
2015/09/03 13:27:48,1036.942,34.763
2015/09/03 13:39:48,1036.358,34.727
2015/09/03 13:51:48,1036.183,34.667
2015/09/03 14:03:48,1036.358,34.760
2015/09/03 14:15:48,1036.183,35.097
2015/09/03 14:27:48,1035.833,35.103
2015/09/03 14:39:48,1035.950,34.923
2015/09/03 14:51:48,1035.775,34.733
2015/09/03 15:03:48,1035.425,34.807
2015/09/03 15:15:48,1035.425,35.003
2015/09/03 15:27:48,1035.425,35.040
2015/09/03 15:39:48,1035.600,34.980
2015/09/03 15:51:48,1035.425,34.907
2015/09/03 16:03:48,1035.425,34.790
2015/09/03 16:15:48,1035.833,34.563
2015/09/03 16:27:48,1035.658,34.377
2015/09/03 16:39:48,1035.600,34.223
2015/09/03 16:51:48,1035.600,34.087
2015/09/03 17:03:48,1035.250,33.890
2015/09/03 17:15:48,1035.658,33.590
